Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Rk_shooting,Nation_shooting,Pos_shooting,Age_shooting,Born_shooting,90s_shooting,Gls_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting,PKatt_shooting,Rk_goalkeeping,Nation_goalkeeping,Pos_goalkeeping,Age_goalkeeping,Born_goalkeeping,MP_goalkeeping,Starts_goalkeeping,Min_goalkeeping,90s_goalkeeping,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_goalkeeping,PKA,PKsv,PKm,Save%.1,League,Fls,Fld,Crs,Int,TklW,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Gls/90,Ast/90,Fls/90,Fld/90,Crs/90,Int/90,TklW/90
78,Anrie Chase,jp JPN,DF,Stuttgart,20,2004,12,7,734,8.2,0,0,0,0,0,0,1,0,0,0,0,0,0,78,jp JPN,DF,20,2004,8.2,0,5.0,0.0,0,0.6097560975609757,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,12.0,2.0,4.0,9.0,5.0,,,,,,,,,0.0,0.0,1.4634146341463417,0.24390243902439027,0.48780487804878053,1.0975609756097562,0.6097560975609757
219,Ansgar Knauff,de GER,MF,Eintracht Frankfurt,22,2002,30,18,1597,17.7,4,5,9,4,0,0,3,0,0.23,0.28,0.51,0.23,0.51,219,de GER,MF,22,2002,17.7,4,30.0,12.0,40,1.6949152542372883,0.6779661016949153,0.13,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,27.0,28.0,32.0,11.0,22.0,,,,,,,,,0.22598870056497175,0.2824858757062147,1.5254237288135595,1.5819209039548023,1.807909604519774,0.6214689265536724,1.2429378531073447
69,Anthony Caci,fr FRA,MF,Mainz 05,27,1997,33,33,2684,29.8,1,7,8,1,0,0,6,0,0.03,0.23,0.27,0.03,0.27,69,fr FRA,MF,27,1997,29.8,1,32.0,12.0,37.5,1.0738255033557047,0.40268456375838924,0.03,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,37.0,11.0,134.0,27.0,37.0,,,,,,,,,0.03355704697986577,0.2348993288590604,1.2416107382550334,0.36912751677852346,4.496644295302013,0.9060402684563759,1.2416107382550334
198,Anthony Jung,de GER,DF,Werder Bremen,32,1991,28,20,1898,21.1,0,0,0,0,0,0,1,0,0,0,0,0,0,198,de GER,DF,32,1991,21.1,0,1.0,0.0,0,0.04739336492890995,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,9.0,15.0,4.0,26.0,21.0,,,,,,,,,0.0,0.0,0.42654028436018954,0.7109004739336492,0.1895734597156398,1.2322274881516586,0.995260663507109
248,Anthony Losilla,fr FRA,MF,Bochum,38,1986,21,13,1137,12.6,0,0,0,0,0,0,1,0,0,0,0,0,0,248,fr FRA,MF,38,1986,12.6,0,5.0,0.0,0,0.39682539682539686,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,18.0,9.0,4.0,18.0,15.0,,,,,,,,,0.0,0.0,1.4285714285714286,0.7142857142857143,0.31746031746031744,1.4285714285714286,1.1904761904761905
364,Anthony Rouault,fr FRA,DF,Stuttgart,23,2001,18,14,1212,13.5,1,0,1,1,0,0,1,0,0.07,0,0.07,0.07,0.07,364,fr FRA,DF,23,2001,13.5,1,5.0,1.0,20,0.37037037037037035,0.07407407407407407,0.2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,19.0,8.0,1.0,17.0,11.0,,,,,,,,,0.07407407407407407,0.0,1.4074074074074074,0.5925925925925926,0.07407407407407407,1.2592592592592593,0.8148148148148148
410,Anton Stach,de GER,"MF,DF",Hoffenheim,25,1998,30,29,2585,28.7,1,2,3,1,0,0,8,0,0.03,0.07,0.1,0.03,0.1,410,de GER,"MF,DF",25,1998,28.7,1,35.0,10.0,28.6,1.2195121951219512,0.34843205574912894,0.03,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,39.0,34.0,23.0,49.0,47.0,,,,,,,,,0.03484320557491289,0.06968641114982578,1.3588850174216027,1.1846689895470384,0.8013937282229965,1.7073170731707317,1.637630662020906
309,Antonio Nusa,no NOR,"MF,DF",RB Leipzig,19,2005,25,16,1558,17.3,3,3,6,3,0,0,0,0,0.17,0.17,0.35,0.17,0.35,309,no NOR,"MF,DF",19,2005,17.3,3,24.0,7.0,29.2,1.3872832369942196,0.40462427745664736,0.13,0.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,14.0,28.0,35.0,8.0,17.0,,,,,,,,,0.17341040462427745,0.17341040462427745,0.8092485549132947,1.6184971098265895,2.0231213872832368,0.4624277456647399,0.9826589595375722
184,Arijon Ibrahimović,de GER,MF,Bayern Munich,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,de GER,MF,18,2005,0,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Armin Gigovic,ba BIH,MF,Holstein Kiel,22,2002,31,23,1895,21.1,5,1,6,5,0,0,5,0,0.24,0.05,0.28,0.24,0.28,136,ba BIH,MF,22,2002,21.1,5,26.0,11.0,42.3,1.2322274881516586,0.5213270142180094,0.19,0.45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,22.0,28.0,14.0,22.0,14.0,,,,,,,,,0.23696682464454974,0.04739336492890995,1.0426540284360188,1.3270142180094786,0.6635071090047393,1.0426540284360188,0.6635071090047393
393,Armindo Sieb,de GER,"MF,FW",Mainz 05,21,2003,27,5,762,8.5,2,2,4,2,0,0,2,0,0.24,0.24,0.47,0.24,0.47,393,de GER,"MF,FW",21,2003,8.5,2,29.0,7.0,24.1,3.411764705882353,0.8235294117647058,0.07,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,13.0,13.0,6.0,1.0,5.0,,,,,,,,,0.23529411764705882,0.23529411764705882,1.5294117647058822,1.5294117647058822,0.7058823529411765,0.11764705882352941,0.5882352941176471
307,Arnaud Nordin,fr FRA,"FW,MF",Mainz 05,26,1998,6,0,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,307,fr FRA,"FW,MF",26,1998,0.9,0,1.0,0.0,0,1.1111111111111112,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,1.0,3.0,9.0,0.0,0.0,,,,,,,,,0.0,0.0,1.1111111111111112,3.333333333333333,10.0,0.0,0.0
116,Arne Engels,be BEL,FW,Augsburg,20,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,116,be BEL,FW,20,2003,0.9,0,3.0,1.0,33.3,3.333333333333333,1.1111111111111112,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,3.0,1.0,4.0,0.0,0.0,,,,,,,,,0.0,0.0,3.333333333333333,1.1111111111111112,4.444444444444445,0.0,0.0
253,Arne Maier,de GER,MF,Augsburg,25,1999,28,7,938,10.4,0,0,0,0,0,0,0,1,0,0,0,0,0,253,de GER,MF,25,1999,10.4,0,18.0,6.0,33.3,1.7307692307692306,0.5769230769230769,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,9.0,7.0,68.0,6.0,6.0,,,,,,,,,0.0,0.0,0.8653846153846153,0.673076923076923,6.538461538461538,0.5769230769230769,0.5769230769230769
18,Arthur,br BRA,"MF,DF",Leverkusen,21,2003,20,7,752,8.4,0,1,1,0,0,0,1,0,0,0.12,0.12,0,0.12,18,br BRA,"MF,DF",21,2003,8.4,0,1.0,0.0,0,0.11904761904761904,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,20.0,6.0,16.0,9.0,12.0,,,,,,,,,0.0,0.11904761904761904,2.380952380952381,0.7142857142857143,1.9047619047619047,1.0714285714285714,1.4285714285714286
79,Arthur Chaves,br BRA,DF,Hoffenheim,23,2001,26,24,2185,24.3,1,0,1,1,0,0,8,0,0.04,0,0.04,0.04,0.04,79,br BRA,DF,23,2001,24.3,1,11.0,2.0,18.2,0.45267489711934156,0.0823045267489712,0.09,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,38.0,19.0,8.0,38.0,35.0,,,,,,,,,0.0411522633744856,0.0,1.5637860082304527,0.7818930041152263,0.3292181069958848,1.5637860082304527,1.4403292181069958
428,Arthur Theate,be BEL,DF,Eintracht Frankfurt,24,2000,31,31,2704,30.0,0,0,0,0,0,0,6,1,0,0,0,0,0,428,be BEL,DF,24,2000,30,0,36.0,9.0,25,1.2,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,14.0,23.0,26.0,36.0,24.0,,,,,,,,,0.0,0.0,0.4666666666666667,0.7666666666666667,0.8666666666666667,1.2,0.8
457,Arthur Vermeeren,be BEL,MF,RB Leipzig,19,2005,28,18,1572,17.5,0,2,2,0,0,0,7,0,0,0.11,0.11,0,0.11,457,be BEL,MF,19,2005,17.5,0,4.0,1.0,25,0.22857142857142856,0.05714285714285714,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,22.0,1.0,3.0,23.0,20.0,,,,,,,,,0.0,0.11428571428571428,1.2571428571428571,0.05714285714285714,0.17142857142857143,1.3142857142857143,1.1428571428571428
323,Assan Ouedraogo,de GER,MF,RB Leipzig,18,2006,3,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,323,de GER,MF,18,2006,0.6,0,1.0,0.0,0,1.6666666666666667,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,1.0,3.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,1.6666666666666667,5.0,1.6666666666666667,0.0,0.0
463,Aster Vranckx,be BEL,MF,Wolfsburg,21,2002,14,6,556,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,463,be BEL,MF,21,2002,6.2,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,12.0,11.0,3.0,10.0,6.0,,,,,,,,,0.0,0.0,1.9354838709677418,1.7741935483870968,0.48387096774193544,1.6129032258064515,0.9677419354838709
208,Atakan Karazor,tr TUR,MF,Stuttgart,27,1996,32,31,2618,29.1,2,4,6,2,0,0,10,1,0.07,0.14,0.21,0.07,0.21,208,tr TUR,MF,27,1996,29.1,2,14.0,7.0,50,0.4810996563573883,0.24054982817869414,0.14,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,37.0,59.0,4.0,33.0,32.0,,,,,,,,,0.06872852233676975,0.1374570446735395,1.2714776632302405,2.027491408934708,0.1374570446735395,1.134020618556701,1.099656357388316
11,Aurele Amenda,ch SUI,DF,Eintracht Frankfurt,21,2003,8,1,96,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,ch SUI,DF,21,2003,1.1,0,1.0,0.0,0,0.9090909090909091,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,3.0,2.0,0.0,2.0,0.0,,,,,,,,,0.0,0.0,2.727272727272727,1.8181818181818181,0.0,1.8181818181818181,0.0
20,Ayman Azhil,ma MAR,MF,Dortmund,23,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,20,ma MAR,MF,23,2001,0.3,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,2.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,6.666666666666667,0.0,0.0,0.0,3.3333333333333335
28,Aymen Barkok,ma MAR,MF,Mainz 05,26,1998,4,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,28,ma MAR,MF,26,1998,0.8,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,2.0,1.0,5.0,2.0,1.0,,,,,,,,,0.0,0.0,2.5,1.25,6.25,2.5,1.25
436,Bazoumana Touré,ci CIV,"MF,FW",Hoffenheim,18,2006,13,7,609,6.8,0,3,3,0,0,0,1,0,0,0.44,0.44,0,0.44,436,ci CIV,"MF,FW",18,2006,6.8,0,19.0,5.0,26.3,2.794117647058824,0.7352941176470589,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,13.0,3.0,25.0,3.0,10.0,,,,,,,,,0.0,0.4411764705882353,1.911764705882353,0.4411764705882353,3.6764705882352944,0.4411764705882353,1.4705882352941178
9,Ben Alexander Voll,de GER,GK,St Pauli,23,2000,2,1,91,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,de GER,GK,23,2000,1,0,0.0,0.0,,0.0,0.0,,,0,0,1,de GER,GK,23,2000,2,1,91,1,2,1.98,6,4,66.7,0,1,0,0,0,0,0,0,0,,Bundesliga,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Bence Dárdai,hu HUN,MF,Wolfsburg,18,2006,21,16,1304,14.5,1,1,2,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,93,hu HUN,MF,18,2006,14.5,1,11.0,1.0,9.1,0.7586206896551724,0.06896551724137931,0.09,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,9.0,16.0,10.0,12.0,14.0,,,,,,,,,0.06896551724137931,0.06896551724137931,0.6206896551724138,1.103448275862069,0.6896551724137931,0.8275862068965517,0.9655172413793104
174,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,23,2001,34,30,2540,28.2,9,1,10,9,0,0,3,0,0.32,0.04,0.35,0.32,0.35,174,de GER,"FW,MF",23,2001,28.2,9,77.0,24.0,31.2,2.7304964539007095,0.851063829787234,0.12,0.38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,43.0,45.0,73.0,3.0,20.0,,,,,,,,,0.3191489361702128,0.03546099290780142,1.524822695035461,1.5957446808510638,2.5886524822695036,0.10638297872340426,0.7092198581560284
137,Benedikt Gimber,de GER,DF,Heidenheim,27,1997,32,32,2671,29.7,0,0,0,0,0,0,9,0,0,0,0,0,0,137,de GER,DF,27,1997,29.7,0,13.0,1.0,7.7,0.4377104377104377,0.03367003367003367,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,63.0,49.0,3.0,32.0,47.0,,,,,,,,,0.0,0.0,2.121212121212121,1.6498316498316499,0.10101010101010101,1.0774410774410774,1.5824915824915826
338,Benedikt Pichler,at AUT,FW,Holstein Kiel,27,1997,18,7,785,8.7,1,2,3,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,338,at AUT,FW,27,1997,8.7,1,20.0,9.0,45,2.298850574712644,1.0344827586206897,0.05,0.11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,14.0,16.0,10.0,2.0,3.0,,,,,,,,,0.1149425287356322,0.2298850574712644,1.6091954022988506,1.8390804597701151,1.149425287356322,0.2298850574712644,0.3448275862068966
166,Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,27,1997,15,10,935,10.4,0,2,2,0,0,0,3,0,0,0.19,0.19,0,0.19,166,de GER,"DF,MF",27,1997,10.4,0,10.0,1.0,10,0.9615384615384615,0.09615384615384615,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,13.0,9.0,19.0,15.0,16.0,,,,,,,,,0.0,0.1923076923076923,1.25,0.8653846153846153,1.8269230769230769,1.4423076923076923,1.5384615384615383
392,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,21,2003,33,30,2380,26.4,13,5,18,11,2,2,2,1,0.49,0.19,0.68,0.42,0.61,392,si SVN,"FW,MF",21,2003,26.4,13,68.0,31.0,45.6,2.5757575757575757,1.1742424242424243,0.16,0.35,2,2,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,26.0,20.0,7.0,4.0,3.0,,,,,,,,,0.49242424242424243,0.1893939393939394,0.9848484848484849,0.7575757575757576,0.26515151515151514,0.15151515151515152,0.11363636363636365
45,Bernardo,br BRA,DF,Bochum,29,1995,21,19,1782,19.8,0,0,0,0,0,0,5,0,0,0,0,0,0,45,br BRA,DF,29,1995,19.8,0,8.0,2.0,25,0.40404040404040403,0.10101010101010101,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,24.0,11.0,15.0,26.0,26.0,,,,,,,,,0.0,0.0,1.2121212121212122,0.5555555555555556,0.7575757575757576,1.3131313131313131,1.3131313131313131
492,Budu Zivzivadze,ge GEO,FW,Heidenheim,30,1994,15,10,958,10.6,2,3,5,2,0,0,0,0,0.19,0.28,0.47,0.19,0.47,492,ge GEO,FW,30,1994,10.6,2,22.0,10.0,45.5,2.0754716981132075,0.9433962264150944,0.09,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,9.0,15.0,5.0,2.0,11.0,,,,,,,,,0.18867924528301888,0.2830188679245283,0.8490566037735849,1.4150943396226416,0.4716981132075472,0.18867924528301888,1.0377358490566038
448,Can Uzun,tr TUR,MF,Eintracht Frankfurt,18,2005,20,6,675,7.5,4,1,5,4,0,0,1,0,0.53,0.13,0.67,0.53,0.67,448,tr TUR,MF,18,2005,7.5,4,27.0,11.0,40.7,3.6,1.4666666666666666,0.15,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,8.0,16.0,17.0,1.0,3.0,,,,,,,,,0.5333333333333333,0.13333333333333333,1.0666666666666667,2.1333333333333333,2.2666666666666666,0.13333333333333333,0.4
197,Carl Johansson,se SWE,DF,Holstein Kiel,30,1994,10,7,568,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,197,se SWE,DF,30,1994,6.3,0,1.0,1.0,100,0.15873015873015872,0.15873015873015872,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,5.0,4.0,0.0,11.0,2.0,,,,,,,,,0.0,0.0,0.7936507936507937,0.6349206349206349,0.0,1.746031746031746,0.31746031746031744
56,Carlo Boukhalfa,ma MAR,MF,St Pauli,25,1999,25,19,1646,18.3,2,0,2,2,0,0,1,0,0.11,0,0.11,0.11,0.11,56,ma MAR,MF,25,1999,18.3,2,21.0,4.0,19,1.1475409836065573,0.2185792349726776,0.1,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,18.0,17.0,11.0,10.0,11.0,,,,,,,,,0.1092896174863388,0.0,0.9836065573770492,0.9289617486338797,0.6010928961748634,0.5464480874316939,0.6010928961748634
81,Carney Chukwuemeka,eng ENG,MF,Dortmund,20,2003,10,1,253,2.8,1,0,1,1,0,0,1,0,0.36,0,0.36,0.36,0.36,81,eng ENG,MF,20,2003,2.8,1,8.0,2.0,25,2.857142857142857,0.7142857142857143,0.13,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,4.0,5.0,1.0,1.0,5.0,,,,,,,,,0.35714285714285715,0.0,1.4285714285714286,1.7857142857142858,0.35714285714285715,0.35714285714285715,1.7857142857142858
250,Castello Lukeba,fr FRA,DF,RB Leipzig,21,2002,23,18,1577,17.5,0,0,0,0,0,0,2,0,0,0,0,0,0,250,fr FRA,DF,21,2002,17.5,0,4.0,1.0,25,0.22857142857142856,0.05714285714285714,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,12.0,15.0,11.0,18.0,18.0,,,,,,,,,0.0,0.0,0.6857142857142857,0.8571428571428571,0.6285714285714286,1.0285714285714285,1.0285714285714285
489,Cedric Zesiger,ch SUI,DF,Augsburg,26,1998,15,15,1221,13.6,0,2,2,0,0,0,7,1,0,0.15,0.15,0,0.15,489,ch SUI,DF,26,1998,13.6,0,10.0,2.0,20,0.7352941176470589,0.14705882352941177,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,15.0,7.0,12.0,20.0,7.0,,,,,,,,,0.0,0.14705882352941177,1.1029411764705883,0.5147058823529412,0.8823529411764706,1.4705882352941178,0.5147058823529412
490,Cedric Zesiger,ch SUI,DF,Wolfsburg,26,1998,7,5,522,5.8,0,0,0,0,0,0,4,0,0,0,0,0,0,490,ch SUI,DF,26,1998,5.8,0,2.0,1.0,50,0.3448275862068966,0.1724137931034483,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,14.0,5.0,3.0,5.0,9.0,,,,,,,,,0.0,0.0,2.413793103448276,0.8620689655172414,0.5172413793103449,0.8620689655172414,1.5517241379310345
125,Chris Führich,de GER,MF,Stuttgart,26,1998,33,23,1981,22.0,2,3,5,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23,125,de GER,MF,26,1998,22,2,36.0,12.0,33.3,1.6363636363636365,0.5454545454545454,0.06,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,9.0,6.0,83.0,7.0,11.0,,,,,,,,,0.09090909090909091,0.13636363636363635,0.4090909090909091,0.2727272727272727,3.772727272727273,0.3181818181818182,0.5
267,Chrislain Matsima,fr FRA,DF,Augsburg,22,2002,30,28,2551,28.3,1,1,2,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,267,fr FRA,DF,22,2002,28.3,1,14.0,2.0,14.3,0.4946996466431095,0.0706713780918728,0.07,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,11.0,10.0,3.0,50.0,21.0,,,,,,,,,0.0353356890459364,0.0353356890459364,0.38869257950530034,0.35335689045936397,0.10600706713780919,1.7667844522968197,0.7420494699646643
158,Christian Günter,de GER,DF,Freiburg,31,1993,29,27,2314,25.7,2,2,4,2,0,0,0,0,0.08,0.08,0.16,0.08,0.16,158,de GER,DF,31,1993,25.7,2,20.0,6.0,30,0.7782101167315175,0.23346303501945526,0.1,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,14.0,4.0,123.0,7.0,22.0,,,,,,,,,0.07782101167315175,0.07782101167315175,0.5447470817120623,0.1556420233463035,4.785992217898833,0.27237354085603116,0.8560311284046693
32,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,24,1999,31,18,1610,17.9,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,32,at AUT,"MF,FW",24,1999,17.9,2,39.0,15.0,38.5,2.1787709497206706,0.8379888268156426,0.05,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,44.0,29.0,14.0,12.0,25.0,,,,,,,,,0.111731843575419,0.0558659217877095,2.458100558659218,1.6201117318435756,0.782122905027933,0.670391061452514,1.3966480446927376
441,Christopher Trimmel,at AUT,"MF,DF",Union Berlin,37,1987,26,20,1740,19.3,0,3,3,0,0,0,5,0,0,0.16,0.16,0,0.16,441,at AUT,"MF,DF",37,1987,19.3,0,9.0,3.0,33.3,0.46632124352331605,0.15544041450777202,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,14.0,5.0,109.0,17.0,24.0,,,,,,,,,0.0,0.15544041450777202,0.7253886010362695,0.25906735751295334,5.647668393782383,0.8808290155440415,1.2435233160621761
70,Cole Campbell,us USA,FW,Dortmund,18,2006,4,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,us USA,FW,18,2006,0.2,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,1.0,1.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,5.0,5.0,5.0,0.0,0.0
271,Connor Metcalfe,au AUS,"MF,FW",St Pauli,24,1999,10,3,358,4.0,0,0,0,0,0,0,2,1,0,0,0,0,0,271,au AUS,"MF,FW",24,1999,4,0,6.0,3.0,50,1.5,0.75,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,5.0,4.0,7.0,3.0,0.0,,,,,,,,,0.0,0.0,1.25,1.0,1.75,0.75,0.0
127,Cristian Gamboa,cr CRC,MF,Bochum,34,1989,12,1,226,2.5,1,0,1,1,0,0,1,0,0.4,0,0.4,0.4,0.4,127,cr CRC,MF,34,1989,2.5,1,4.0,1.0,25,1.6,0.4,0.25,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,1.0,3.0,6.0,2.0,3.0,,,,,,,,,0.4,0.0,0.4,1.2,2.4,0.8,1.2
486,Dan-Axel Zagadou,fr FRA,DF,Stuttgart,25,1999,2,0,29,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,486,fr FRA,DF,25,1999,0.3,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,1.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,0.0
400,Danel Sinani,lu LUX,"FW,MF",St Pauli,27,1997,26,14,1250,13.9,2,2,4,2,0,0,3,0,0.14,0.14,0.29,0.14,0.29,400,lu LUX,"FW,MF",27,1997,13.9,2,35.0,12.0,34.3,2.5179856115107913,0.8633093525179856,0.06,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,25.0,14.0,70.0,2.0,11.0,,,,,,,,,0.14388489208633093,0.14388489208633093,1.7985611510791366,1.0071942446043165,5.0359712230215825,0.14388489208633093,0.7913669064748201
479,Dani de Wit,nl NED,"MF,FW",Bochum,26,1998,28,11,1153,12.8,2,1,3,2,0,0,1,0,0.16,0.08,0.23,0.16,0.23,479,nl NED,"MF,FW",26,1998,12.8,2,20.0,7.0,35,1.5625,0.546875,0.1,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,24.0,12.0,8.0,12.0,18.0,,,,,,,,,0.15625,0.078125,1.875,0.9375,0.625,0.9375,1.40625
334,Daniel Peretz,il ISR,GK,Bayern Munich,24,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,334,il ISR,GK,24,2000,3,0,0.0,0.0,,0.0,0.0,,,0,0,24,il ISR,GK,24,2000,3,3,270,3,5,1.67,7,2,28.6,2,0,1,0,0,0,0,0,0,,Bundesliga,0.0,2.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
421,Daniel Svensson,se SWE,"MF,DF",Dortmund,22,2002,12,8,781,8.7,1,3,4,1,0,0,0,0,0.12,0.35,0.46,0.12,0.46,421,se SWE,"MF,DF",22,2002,8.7,1,6.0,2.0,33.3,0.6896551724137931,0.2298850574712644,0.17,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,4.0,7.0,36.0,5.0,11.0,,,,,,,,,0.1149425287356322,0.3448275862068966,0.4597701149425288,0.8045977011494253,4.137931034482759,0.574712643678161,1.264367816091954
103,Danilho Doekhi,nl NED,DF,Union Berlin,26,1998,34,34,3060,34.0,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,103,nl NED,DF,26,1998,34,1,32.0,4.0,12.5,0.9411764705882353,0.11764705882352941,0.03,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,36.0,14.0,10.0,44.0,23.0,,,,,,,,,0.029411764705882353,0.029411764705882353,1.0588235294117647,0.4117647058823529,0.29411764705882354,1.2941176470588236,0.6764705882352942
