,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
322,Mackenzie Hunt,ae UAE,"MF,DF",Fleetwood Town,22,2001,39,29,"2,496",27.7,1,8,9,1,0,0,3,0,0.04,0.29,0.32,0.04,0.32,Matches
323,Rob Hunt,eng ENG,DF,Colchester United,29,1995,22,16,"1,277",14.2,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
324,Ashley Hunter,eng ENG,"MF,FW",Accrington Stanley,28,1995,21,9,961,10.7,0,1,1,0,0,0,6,0,0,0.09,0.09,0,0.09,Matches
325,Paul Huntington,eng ENG,DF,Bradford City,36,1987,19,9,907,10.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Kyle Hurst,eng ENG,"MF,FW",Doncaster Rovers,22,2002,21,9,899,10,3,2,5,3,0,0,3,0,0.3,0.2,0.5,0.3,0.5,Matches
327,Sam Hutchinson,eng ENG,"DF,MF",AFC Wimbledon,34,1989,18,13,"1,145",12.7,1,0,1,1,0,0,7,0,0.08,0,0.08,0.08,0.08,Matches
328,Remeao Hutton,eng ENG,"DF,MF",Gillingham,25,1998,44,40,"3,664",40.7,1,2,3,1,0,0,10,0,0.02,0.05,0.07,0.02,0.07,Matches
329,Ellis Iandolo,eng ENG,DF,Colchester United,26,1997,44,44,"3,948",43.9,1,3,4,1,0,0,14,1,0.02,0.07,0.09,0.02,0.09,Matches
330,Marcus Ifill,eng ENG,MF,Bromley,20,2003,6,0,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
331,Bradley Ihionvien,eng ENG,MF,Colchester United,20,2003,2,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
332,Brooklyn Ilunga,eng ENG,MF,Bromley,20,2003,17,4,590,6.6,0,2,2,0,0,0,0,0,0,0.31,0.31,0,0.31,Matches
333,Brooklyn Ilunga,eng ENG,FW,Milton Keynes Dons,20,2003,3,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
334,Danny Imray,eng ENG,MF,Bromley,21,2003,39,37,"3,195",35.5,1,5,6,1,0,0,6,0,0.03,0.14,0.17,0.03,0.17,Matches
335,Joe Ironside,eng ENG,FW,Doncaster Rovers,30,1993,39,17,"1,860",20.7,4,1,5,3,1,1,0,0,0.19,0.05,0.24,0.15,0.19,Matches
336,Ben Jackson,eng ENG,"DF,MF",Barrow,23,2001,45,43,"3,857",42.9,1,10,11,1,0,0,4,0,0.02,0.23,0.26,0.02,0.26,Matches
337,Michael Jacobs,eng ENG,MF,Chesterfield,32,1991,17,2,412,4.6,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
338,Kyle Jameson,eng ENG,DF,Newport County,25,1998,24,15,"1,406",15.6,0,0,0,0,0,0,7,3,0,0,0,0,0,Matches
339,William Jarvis,eng ENG,MF,Notts County,21,2002,21,7,826,9.2,2,0,2,2,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
340,Alassana Jatta,gm GAM,FW,Notts County,25,1999,39,38,"3,334",37,19,4,23,19,0,0,3,0,0.51,0.11,0.62,0.51,0.62,Matches
341,Jamie Jellis,eng ENG,MF,Walsall,23,2001,43,39,"3,321",36.9,5,2,7,5,0,0,11,0,0.14,0.05,0.19,0.14,0.19,Matches
342,Carl Jenkinson,eng ENG,DF,Bromley,32,1992,11,9,693,7.7,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
343,Connor Jennings,eng ENG,"MF,FW",Tranmere Rovers,32,1991,44,32,"2,999",33.3,4,3,7,4,0,0,3,0,0.12,0.09,0.21,0.12,0.21,Matches
344,Luke Jephcott,wls WAL,FW,Newport County,24,2000,12,2,367,4.1,0,2,2,0,0,0,1,0,0,0.49,0.49,0,0.49,Matches
345,Liam Jessop,gi GIB,DF,Chesterfield,18,2005,2,1,41,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
346,Callum Johnson,eng ENG,"DF,MF",Bradford City,27,1996,11,3,361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
347,Danny Johnson,eng ENG,FW,Walsall,31,1993,24,1,353,3.9,5,0,5,5,0,1,0,0,1.27,0,1.27,1.27,1.27,Matches
348,Ryan Johnson,nir NIR,DF,AFC Wimbledon,27,1996,40,38,"3,276",36.4,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
349,Will Johnson,,DF,Fleetwood Town,,,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
350,Zac Johnson,eng ENG,DF,Notts County,20,2004,10,5,467,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Carl Johnston,nir NIR,MF,Fleetwood Town,22,2002,19,19,"1,634",18.2,1,1,2,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,Matches
352,Max Jolliffe,eng ENG,MF,Colchester United,18,2005,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
353,Callum Jones,wls WAL,MF,Morecambe,23,2001,34,31,"2,689",29.9,1,2,3,0,1,1,2,0,0.03,0.07,0.1,0,0.07,Matches
354,Jamie Jones,eng ENG,GK,Salford City FC,35,1989,26,26,"2,340",26,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
355,Jodi Jones,mt MLT,MF,Notts County,26,1997,20,13,"1,168",13,5,2,7,2,3,3,2,0,0.39,0.15,0.54,0.15,0.31,Matches
356,Jordan Jones,nir NIR,"MF,FW",Carlisle United,29,1994,21,17,"1,456",16.2,0,0,0,0,0,0,8,1,0,0,0,0,0,Matches
357,Mike Jones,eng ENG,MF,Chesterfield,36,1987,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
358,Arkell Jude-Boyd,lc LCA,"DF,MF",Cheltenham Town,21,2003,34,29,"2,621",29.1,3,3,6,3,0,0,8,0,0.1,0.1,0.21,0.1,0.21,Matches
359,Nicke Kabamba,eng ENG,FW,Bromley,31,1993,19,3,444,4.9,2,0,2,2,0,0,1,0,0.41,0,0.41,0.41,0.41,Matches
360,Maldini Kacurri,al ALB,DF,Bromley,18,2005,3,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
361,Saul Kader,eng ENG,FW,Bromley,20,2004,1,0,8,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
362,Bobby Kamwa,cm CMR,"FW,MF",Newport County,24,2000,43,41,"3,474",38.6,8,6,14,8,0,0,4,0,0.21,0.16,0.36,0.21,0.36,Matches
363,Hamzad Kargbo,eng ENG,FW,Newport County,22,2002,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
364,Calum Kavanagh,ie IRL,"FW,MF",Bradford City,20,2003,38,31,"2,484",27.6,9,5,14,9,0,0,5,0,0.33,0.18,0.51,0.33,0.51,Matches
365,Fiacre Kelleher,ie IRL,DF,Colchester United,28,1996,28,24,"2,102",23.4,2,1,3,2,0,0,2,0,0.09,0.04,0.13,0.09,0.13,Matches
366,Ciaran Kelly,ie IRL,DF,Bradford City,26,1998,21,16,"1,468",16.3,1,0,1,1,0,0,1,0,0.06,0,0.06,0.06,0.06,Matches
367,Georgie Kelly,ie IRL,FW,Carlisle United,27,1996,18,7,748,8.3,5,1,6,5,0,0,3,0,0.6,0.12,0.72,0.6,0.72,Matches
368,Josh Kelly,eng ENG,"MF,FW",AFC Wimbledon,25,1998,40,16,"1,559",17.3,2,4,6,2,0,0,7,0,0.12,0.23,0.35,0.12,0.35,Matches
369,Liam Kelly,ie IRL,MF,Milton Keynes Dons,28,1995,37,31,"2,558",28.4,1,3,4,1,0,0,1,0,0.04,0.11,0.14,0.04,0.14,Matches
370,Michael Kelly,ie IRL,GK,Accrington Stanley,28,1996,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
371,Patrick Kelly,nir NIR,MF,Doncaster Rovers,19,2004,30,15,"1,414",15.7,2,0,2,2,0,0,2,1,0.13,0,0.13,0.13,0.13,Matches
372,Saidou Khan,gm GAM,MF,Tranmere Rovers,28,1995,10,6,601,6.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
373,Brandon Khela,eng ENG,MF,Bradford City,19,2005,15,11,920,10.2,0,2,2,0,0,0,2,0,0,0.2,0.2,0,0.2,Matches
374,Evan Khouri,eng ENG,MF,Grimsby Town,21,2003,46,41,"3,662",40.7,3,3,6,3,0,0,8,0,0.07,0.07,0.15,0.07,0.15,Matches
375,Nelson Khumbeni,eng ENG,MF,Gillingham,21,2002,10,4,341,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Nelson Khumbeni,eng ENG,MF,Accrington Stanley,21,2002,18,13,"1,304",14.5,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
377,Gavin Kilkenny,ie IRL,MF,Swindon Town,24,2000,42,39,"3,313",36.8,1,1,2,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05,Matches
378,Jeff King,eng ENG,"MF,DF",Swindon Town,28,1995,8,8,621,6.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
379,Tom King,,MF,Cheltenham Town,,,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
380,Liam Kinsella,ie IRL,MF,Cheltenham Town,28,1996,37,33,"2,889",32.1,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03,Matches
381,Charlie Kirk,eng ENG,MF,Barrow,26,1997,7,3,316,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
382,Billy Kirkman,eng ENG,"MF,DF",Swindon Town,20,2004,14,11,934,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
383,Jamie Knight-Lebel,ca CAN,DF,Crewe Alexandra,19,2004,33,29,"2,505",27.8,3,0,3,3,0,0,7,1,0.11,0,0.11,0.11,0.11,Matches
384,Jimmy Knowles,eng ENG,"MF,FW",Accrington Stanley,23,2001,16,9,721,8,2,1,3,2,0,0,1,0,0.25,0.12,0.37,0.25,0.37,Matches
385,Kylian Kouassi,eng ENG,FW,Salford City FC,21,2003,27,16,"1,713",19,3,2,5,3,0,0,6,1,0.16,0.11,0.26,0.16,0.26,Matches
386,Katia Kouyate,eng ENG,MF,Barrow,20,2003,21,8,788,8.8,0,3,3,0,0,0,4,0,0,0.34,0.34,0,0.34,Matches
387,Levi Laing,eng ENG,DF,Cheltenham Town,21,2003,6,3,287,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
388,Charlie Lakin,eng ENG,MF,Walsall,25,1999,36,30,"2,313",25.7,2,1,3,2,0,0,2,0,0.08,0.04,0.12,0.08,0.12,Matches
389,Mikey Lane,,MF,Fleetwood Town,,,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
390,Jack Lankester,eng ENG,"MF,FW",Crewe Alexandra,24,2000,23,16,"1,381",15.3,7,6,13,6,1,1,5,0,0.46,0.39,0.85,0.39,0.78,Matches
391,George Lapslie,eng ENG,MF,Bradford City,26,1997,13,7,571,6.3,4,1,5,4,0,0,2,0,0.63,0.16,0.79,0.63,0.79,Matches
392,George Lapslie,eng ENG,MF,Gillingham,26,1997,15,8,741,8.2,2,0,2,2,0,0,3,0,0.24,0,0.24,0.24,0.24,Matches
393,Sam Lavelle,sct SCO,DF,Carlisle United,27,1996,37,35,"3,137",34.9,4,1,5,4,0,0,7,0,0.11,0.03,0.14,0.11,0.14,Matches
394,Nico Lawrence,eng ENG,DF,Milton Keynes Dons,20,2003,22,22,"1,955",21.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
395,Lewis Leigh,eng ENG,MF,Bromley,20,2003,17,3,539,6,1,2,3,1,0,0,1,1,0.17,0.33,0.5,0.17,0.5,Matches
396,Tommy Leigh,eng ENG,"MF,FW",Bradford City,24,2000,16,6,661,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
397,Tommy Leigh,eng ENG,"FW,MF",Milton Keynes Dons,24,2000,12,7,539,6,1,4,5,1,0,0,1,0,0.17,0.67,0.83,0.17,0.83,Matches
398,Jonathan Leko,eng ENG,"MF,FW",Milton Keynes Dons,25,1999,9,2,254,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
399,Connor Lemonheigh-Evans,wls WAL,"MF,DF",Milton Keynes Dons,27,1997,34,29,"2,598",28.9,2,0,2,2,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
400,Dean Lewington,eng ENG,DF,Milton Keynes Dons,40,1984,6,2,210,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Adam Lewis,eng ENG,"MF,DF",Morecambe,24,1999,44,31,"2,776",30.8,1,6,7,1,0,0,6,0,0.03,0.19,0.23,0.03,0.23,Matches
402,Harry Lewis,eng ENG,GK,Carlisle United,26,1997,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
403,Joe Lewis,wls WAL,DF,AFC Wimbledon,24,1999,36,35,"3,081",34.2,1,1,2,1,0,0,12,0,0.03,0.03,0.06,0.03,0.06,Matches
404,Paul Lewis,eng ENG,MF,Morecambe,29,1994,29,17,"1,581",17.6,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
405,Kyreece Lisbie,jm JAM,MF,Colchester United,20,2003,4,1,152,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
406,Armani Little,eng ENG,MF,Gillingham,27,1997,33,30,"2,713",30.1,2,2,4,2,0,0,11,0,0.07,0.07,0.13,0.07,0.13,Matches
407,Tommy Lonergan,ie IRL,FW,Fleetwood Town,20,2004,6,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
408,Chris Long,eng ENG,"FW,MF",Crewe Alexandra,29,1995,25,8,939,10.4,6,0,6,6,0,0,1,1,0.58,0,0.58,0.58,0.58,Matches
409,Sam Long,eng ENG,GK,Bromley,21,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
410,Rosaire Longelo-Mbule,eng ENG,"DF,MF",Swindon Town,24,1999,16,6,701,7.8,1,0,1,1,0,0,3,0,0.13,0,0.13,0.13,0.13,Matches
411,Rosaire Longelo-Mbule,eng ENG,"MF,FW",Salford City FC,24,1999,16,8,784,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
412,Donald Love,sct SCO,"MF,DF",Accrington Stanley,29,1994,41,39,"3,515",39.1,1,5,6,1,0,0,14,0,0.03,0.13,0.15,0.03,0.15,Matches
413,Jason Lowe,eng ENG,MF,Port Vale,32,1991,11,3,252,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
414,Nathan Lowe,eng ENG,FW,Walsall,18,2005,22,20,"1,822",20.2,15,5,20,15,0,0,0,0,0.74,0.25,0.99,0.74,0.99,Matches
415,Tom Lowery,eng ENG,MF,Crewe Alexandra,26,1997,17,15,"1,278",14.2,2,1,3,1,1,1,2,1,0.14,0.07,0.21,0.07,0.14,Matches
416,Junior Luamba,eng ENG,MF,Salford City FC,21,2003,10,3,310,3.4,1,0,1,1,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches
417,Jayden Luker,eng ENG,"MF,FW",Grimsby Town,19,2005,22,15,"1,398",15.5,3,2,5,3,0,0,2,0,0.19,0.13,0.32,0.19,0.32,Matches
418,Matty Lund,nir NIR,MF,Salford City FC,33,1990,37,14,"1,585",17.6,4,2,6,4,0,0,9,0,0.23,0.11,0.34,0.23,0.34,Matches
419,Owen Lunt,eng ENG,MF,Crewe Alexandra,19,2004,17,5,567,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
420,Jay Lynch,eng ENG,GK,Fleetwood Town,31,1993,27,26,"2,357",26.2,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
421,Harvey Macadam,eng ENG,MF,Morecambe,23,2001,29,22,"1,960",21.8,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
422,Lewis Macari,eng ENG,DF,Notts County,22,2002,31,26,"2,414",26.8,0,1,1,0,0,0,5,0,0,0.04,0.04,0,0.04,Matches
423,Matt Macey,eng ENG,GK,Colchester United,29,1994,46,46,"4,140",46,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
424,Craig MacGillivray,sct SCO,GK,Milton Keynes Dons,31,1993,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
425,Paddy Madden,ie IRL,"FW,MF",Chesterfield,34,1990,27,9,977,10.9,5,1,6,4,1,1,2,1,0.46,0.09,0.55,0.37,0.46,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Laurence Maguire,eng ENG,DF,Milton Keynes Dons,27,1997,30,29,"2,549",28.3,1,2,3,1,0,0,4,0,0.04,0.07,0.11,0.04,0.11,Matches
427,Ronan Maher,ie IRL,MF,Walsall,19,2004,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Connor Mahoney,eng ENG,"MF,FW",Barrow,27,1997,29,18,"1,562",17.4,1,2,3,1,0,1,1,0,0.06,0.12,0.17,0.06,0.17,Matches
429,Kyrell Malcolm,,MF,Salford City FC,,,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
430,Liam Mandeville,eng ENG,"MF,DF",Chesterfield,27,1997,42,33,"3,037",33.7,4,7,11,4,0,0,5,0,0.12,0.21,0.33,0.12,0.33,Matches
431,Josh March,sct SCO,"FW,MF",Harrogate Town FC,27,1997,34,29,"2,417",26.9,9,3,12,8,1,1,5,1,0.34,0.11,0.45,0.3,0.41,Matches
432,Dilan Markanday,eng ENG,MF,Chesterfield,22,2001,22,22,"1,794",19.9,6,3,9,6,0,0,0,0,0.3,0.15,0.45,0.3,0.45,Matches
433,Filip Marschall,eng ENG,GK,Crewe Alexandra,21,2003,46,46,"4,140",46,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
434,Louie Marsh,eng ENG,FW,Fleetwood Town,20,2003,16,11,883,9.8,2,0,2,2,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
435,Dan Martin,eng ENG,MF,Accrington Stanley,22,2002,6,4,302,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
436,Josh Martin,eng ENG,MF,Notts County,22,2001,8,4,418,4.6,1,2,3,1,0,0,0,0,0.22,0.43,0.65,0.22,0.65,Matches
437,Josh Martin,eng ENG,MF,Newport County,22,2001,15,6,649,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
438,Conor Masterson,ie IRL,DF,Gillingham,25,1998,24,24,"2,067",23,1,2,3,1,0,0,2,0,0.04,0.09,0.13,0.04,0.13,Matches
439,Sam Mather,eng ENG,FW,Tranmere Rovers,19,2004,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Jamille Matt,eng ENG,FW,Walsall,34,1989,43,38,"3,001",33.3,12,1,13,12,0,1,8,0,0.36,0.03,0.39,0.36,0.39,Matches
441,Devon Matthews,eng ENG,DF,Accrington Stanley,24,2000,20,19,"1,669",18.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
442,Noah Mawene,eng ENG,MF,Newport County,19,2005,14,4,486,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
443,James Maxwell,sct SCO,"DF,MF",Doncaster Rovers,22,2001,24,20,"1,576",17.5,0,1,1,0,0,0,3,0,0,0.06,0.06,0,0.06,Matches
444,Callum Maycock,eng ENG,MF,AFC Wimbledon,26,1997,27,17,"1,550",17.2,3,2,5,3,0,0,1,0,0.17,0.12,0.29,0.17,0.29,Matches
445,Adam Mayor,eng ENG,"DF,MF",Bromley,19,2005,17,15,"1,231",13.7,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
446,Danny Mayor,eng ENG,MF,Fleetwood Town,33,1990,39,29,"2,460",27.3,2,2,4,2,0,0,6,0,0.07,0.07,0.15,0.07,0.15,Matches
447,Conor McAleny,eng ENG,"MF,FW",Salford City FC,31,1992,27,11,"1,008",11.2,1,2,3,1,0,0,2,0,0.09,0.18,0.27,0.09,0.27,Matches
448,Charlie McArthur,sct SCO,DF,Carlisle United,19,2005,10,8,745,8.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
449,Rod McDonald,eng ENG,DF,Notts County,32,1992,18,14,"1,254",13.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
450,Jamie McDonnell,nir NIR,MF,Colchester United,20,2004,32,29,"2,611",29,1,0,1,1,0,0,10,0,0.03,0,0.03,0.03,0.03,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,George McEachran,eng ENG,MF,Grimsby Town,23,2000,44,40,"3,337",37.1,2,0,2,2,0,0,7,0,0.05,0,0.05,0.05,0.05,Matches
452,Oisin McEntee,ie IRL,"DF,MF",Walsall,23,2001,31,21,"2,004",22.3,0,3,3,0,0,0,9,0,0,0.13,0.13,0,0.13,Matches
453,Kyle McFadzean,sct SCO,DF,Chesterfield,37,1987,8,8,618,6.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
454,Luke McGee,eng ENG,GK,Tranmere Rovers,28,1995,46,46,"4,140",46,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
455,Dylan McGeouch,sct SCO,MF,Carlisle United,31,1993,6,3,237,2.6,0,1,1,0,0,0,1,0,0,0.38,0.38,0,0.38,Matches
456,Tom McGill,eng ENG,GK,Milton Keynes Dons,24,2000,25,25,"2,250",25,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
457,David McGoldrick,ie IRL,"FW,MF",Notts County,36,1987,35,28,"2,545",28.3,17,3,20,15,2,3,5,0,0.6,0.11,0.71,0.53,0.64,Matches
458,Jay McGrath,eng ENG,DF,Doncaster Rovers,21,2003,33,30,"2,742",30.5,0,3,3,0,0,0,7,1,0,0.1,0.1,0,0.1,Matches
459,Joel McGregor,,"MF,DF",Swindon Town,,,19,14,"1,178",13.1,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,Matches
460,Sean McGurk,eng ENG,MF,Swindon Town,21,2003,8,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Cameron McJannett,eng ENG,DF,Grimsby Town,25,1998,41,38,"3,435",38.2,2,0,2,2,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
462,Robbie McKenzie,eng ENG,"MF,DF",Gillingham,25,1998,39,37,"3,252",36.1,6,1,7,6,0,0,5,0,0.17,0.03,0.19,0.17,0.19,Matches
463,Harry McKirdy,eng ENG,MF,Bromley,27,1997,9,2,291,3.2,2,0,2,2,0,0,1,0,0.62,0,0.62,0.62,0.62,Matches
464,Shane McLoughlin,ie IRL,"MF,DF",Newport County,27,1997,36,34,"2,966",33,3,2,5,1,2,2,2,0,0.09,0.06,0.15,0.03,0.09,Matches
465,Zech Medley,eng ENG,DF,Fleetwood Town,24,2000,7,4,338,3.8,1,0,1,1,0,0,2,0,0.27,0,0.27,0.27,0.27,Matches
466,Jon Mellish,eng ENG,"DF,MF",Carlisle United,26,1997,23,21,"1,877",20.9,2,2,4,2,0,0,6,1,0.1,0.1,0.19,0.1,0.19,Matches
467,Michael Mellon,sct SCO,FW,Bradford City,20,2003,15,5,614,6.8,2,2,4,2,0,0,2,0,0.29,0.29,0.59,0.29,0.59,Matches
468,Christopher Merrie,eng ENG,MF,Tranmere Rovers,25,1998,32,25,"2,238",24.9,0,1,1,0,0,0,1,0,0,0.04,0.04,0,0.04,Matches
469,Jenson Metcalfe,eng ENG,MF,Chesterfield,19,2004,28,20,"1,708",19,1,1,2,1,0,0,5,0,0.05,0.05,0.11,0.05,0.11,Matches
470,Jamie Miley,eng ENG,MF,Newport County,20,2004,6,3,310,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
471,Ross Millen,sct SCO,"MF,DF",Morecambe,29,1994,17,5,570,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
472,George Miller,eng ENG,FW,Cheltenham Town,25,1998,40,26,"2,056",22.8,9,1,10,9,0,1,1,0,0.39,0.04,0.44,0.39,0.44,Matches
473,Harrison Minturn,eng ENG,DF,Swindon Town,20,2003,8,3,417,4.6,0,1,1,0,0,0,0,0,0,0.22,0.22,0,0.22,Matches
474,Dylan Mitchell,eng ENG,MF,Swindon Town,18,2005,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,Haji Mnoga,tz TAN,"MF,DF",Salford City FC,22,2002,39,33,"2,877",32,1,4,5,1,0,0,12,0,0.03,0.13,0.16,0.03,0.16,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Luke Molyneux,eng ENG,MF,Doncaster Rovers,26,1998,45,44,"3,753",41.7,16,13,29,15,1,1,8,1,0.38,0.31,0.7,0.36,0.67,Matches
477,Jasper Moon,eng ENG,DF,Harrogate Town FC,23,2000,40,40,"3,600",40,3,0,3,3,0,0,5,0,0.07,0,0.07,0.07,0.07,Matches
478,Kelsey Mooney,eng ENG,FW,Accrington Stanley,25,1999,30,19,"1,707",19,4,0,4,4,0,0,1,0,0.21,0,0.21,0.21,0.21,Matches
479,Kobei Moore,eng ENG,FW,Fleetwood Town,19,2004,10,2,238,2.6,1,0,1,1,0,0,1,0,0.38,0,0.38,0.38,0.38,Matches
480,Luca Moore,,MF,Crewe Alexandra,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,Stuart Moore,eng ENG,GK,Morecambe,29,1994,15,15,"1,335",14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
482,Jimmy Morgan,eng ENG,"MF,FW",Gillingham,18,2006,16,10,762,8.5,2,0,2,2,0,0,2,0,0.24,0,0.24,0.24,0.24,Matches
483,Bryn Morris,eng ENG,MF,Newport County,28,1996,19,19,"1,553",17.3,3,2,5,2,1,2,1,0,0.17,0.12,0.29,0.12,0.23,Matches
484,Bryn Morris,eng ENG,MF,Harrogate Town FC,28,1996,22,21,"1,922",21.4,0,1,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
485,Glenn Morris,eng ENG,GK,Gillingham,40,1983,36,35,"3,176",35.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
486,Kieron Morris,eng ENG,MF,Tranmere Rovers,30,1994,28,20,"1,653",18.4,1,3,4,1,0,0,2,0,0.05,0.16,0.22,0.05,0.22,Matches
