Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
172,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
173,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,20,6,700,7.8,3,1,4,3,0,0,2,0,0.39,0.13,0.51,0.39,0.51,Matches
174,Domingos Duarte,pt POR,DF,Getafe,29,1995,22,21,"1,859",20.7,1,0,1,1,0,0,4,2,0.05,0,0.05,0.05,0.05,Matches
175,Duk,cv CPV,MF,Leganés,24,2000,10,1,179,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,27,15,"1,394",15.5,4,4,8,4,0,0,3,0,0.26,0.26,0.52,0.26,0.52,Matches
177,Hugo Duro,es ESP,FW,Valencia,24,1999,31,25,"2,166",24.1,11,2,13,10,1,1,5,0,0.46,0.08,0.54,0.42,0.5,Matches
178,Chidera Ejuke,ng NGA,"MF,FW",Sevilla,26,1998,25,9,966,10.7,2,1,3,2,0,0,0,0,0.19,0.09,0.28,0.19,0.28,Matches
179,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,22,16,"1,457",16.2,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
180,Adri Embarba,es ESP,"MF,FW",Rayo Vallecano,32,1992,35,18,"1,607",17.9,1,1,2,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,Matches
181,Endrick,br BRA,FW,Real Madrid,18,2006,22,3,363,4,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
182,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,16,9,833,9.3,0,1,1,0,0,0,4,0,0,0.11,0.11,0,0.11,Matches
183,Dario Essugo,pt POR,MF,Las Palmas,19,2005,27,25,"1,938",21.5,1,0,1,1,0,0,11,2,0.05,0,0.05,0.05,0.05,Matches
184,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
185,Karl Etta Eyong,cm CMR,FW,Villarreal,20,2003,4,0,37,0.4,1,0,1,1,0,0,0,0,2.43,0,2.43,2.43,2.43,Matches
186,Edu Expósito,es ESP,MF,Espanyol,27,1996,19,12,"1,045",11.6,0,2,2,0,0,0,3,0,0,0.17,0.17,0,0.17,Matches
187,Abde Ezzalzouli,ma MAR,MF,Real Betis,22,2001,32,23,"1,984",22,2,2,4,2,0,1,2,0,0.09,0.09,0.18,0.09,0.18,Matches
188,Ansu Fati,es ESP,MF,Barcelona,21,2002,6,3,233,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
189,Nabil Fekir,fr FRA,MF,Real Betis,31,1993,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
190,Kiko Femenía,es ESP,DF,Villarreal,33,1991,28,27,"2,227",24.7,0,1,1,0,0,0,7,0,0,0.04,0.04,0,0.04,Matches
191,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
192,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,9,8,747,8.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
193,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,2,1,98,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
194,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,19,18,"1,497",16.6,6,0,6,6,0,0,1,0,0.36,0,0.36,0.36,0.36,Matches
195,Valery Fernández,es ESP,MF,Mallorca,24,1999,18,1,309,3.4,2,0,2,2,0,0,1,0,0.58,0,0.58,0.58,0.58,Matches
196,André Ferreira,pt POR,GK,Valladolid,28,1996,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Mateo Flores,es ESP,MF,Real Betis,20,2004,6,1,153,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
198,Pablo Fornals,es ESP,MF,Real Betis,28,1996,26,22,"1,827",20.3,2,0,2,2,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
199,Héctor Fort,es ESP,DF,Barcelona,17,2006,17,5,585,6.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
200,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,32,25,"2,299",25.5,0,1,1,0,0,0,6,0,0,0.04,0.04,0,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Juan Foyth,ar ARG,DF,Villarreal,26,1998,19,17,"1,517",16.9,1,0,1,1,0,0,4,0,0.06,0,0.06,0.06,0.06,Matches
202,Fran,es ESP,GK,Real Madrid,19,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
203,Alejandro Francés,es ESP,DF,Girona,21,2002,18,13,"1,173",13,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
204,Enric Franquesa,es ESP,"MF,DF",Leganés,27,1997,12,7,616,6.8,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
205,Jorge de Frutos,es ESP,"MF,FW",Rayo Vallecano,27,1997,36,30,"2,495",27.7,6,3,9,6,0,0,3,1,0.22,0.11,0.32,0.22,0.32,Matches
206,Darío Fuentes,es ESP,DF,Sevilla,21,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
207,Manuel Fuster,es ESP,"MF,FW",Las Palmas,26,1997,28,8,"1,003",11.1,2,1,3,2,0,0,2,0,0.18,0.09,0.27,0.18,0.27,Matches
208,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,25,21,"1,784",19.8,0,3,3,0,0,0,8,0,0,0.15,0.15,0,0.15,Matches
209,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,26,18,"1,477",16.4,0,4,4,0,0,0,5,0,0,0.24,0.24,0,0.24,Matches
210,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,32,19,"1,633",18.1,3,3,6,3,0,0,2,0,0.17,0.17,0.33,0.17,0.33,Matches
211,Facundo Garcés,my MAS,DF,Alavés,24,1999,10,7,678,7.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
212,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,31,1992,36,28,"2,559",28.4,4,5,9,4,0,0,4,0,0.14,0.18,0.32,0.14,0.32,Matches
213,Eric García,es ESP,"DF,MF",Barcelona,23,2001,29,14,"1,566",17.4,2,3,5,2,0,0,4,0,0.11,0.17,0.29,0.11,0.29,Matches
214,Fran Garcia,es ESP,DF,Real Madrid,24,1999,31,24,"2,171",24.1,0,2,2,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
215,Gonzalo García,es ESP,MF,Real Madrid,20,2004,3,0,56,0.6,0,1,1,0,0,0,0,0,0,1.61,1.61,0,1.61,Matches
216,Joan García,es ESP,GK,Espanyol,23,2001,38,38,"3,420",38,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
217,Pablo Garcia,es ESP,FW,Real Betis,18,2006,3,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
218,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,36,30,"2,413",26.8,5,5,10,5,0,0,2,0,0.19,0.19,0.37,0.19,0.37,Matches
219,Unai García,es ESP,DF,Osasuna,32,1992,3,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
220,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,15,9,947,10.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
221,Gavi,es ESP,MF,Barcelona,19,2004,26,14,"1,085",12.1,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,Matches
222,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,36,36,"3,195",35.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
223,Bryan Gil,es ESP,"MF,FW",Girona,23,2001,25,21,"1,721",19.1,3,3,6,3,0,0,4,0,0.16,0.16,0.31,0.16,0.31,Matches
224,Dani Gómez,es ESP,FW,Valencia,26,1998,14,5,532,5.9,2,0,2,2,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
225,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,26,6,796,8.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Sergi Gómez,es ESP,DF,Espanyol,32,1992,12,6,664,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
227,Sergio Gómez,es ESP,MF,Real Sociedad,23,2000,37,31,"2,738",30.4,2,5,7,2,0,0,4,0,0.07,0.16,0.23,0.07,0.23,Matches
228,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,32,14,"1,284",14.3,1,3,4,1,0,0,1,0,0.07,0.21,0.28,0.07,0.28,Matches
229,Fabio González,es ESP,MF,Las Palmas,27,1997,2,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
230,Peter González,do DOM,MF,Getafe,22,2002,17,2,477,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
231,Urko González,es ESP,MF,Espanyol,23,2001,17,16,"1,374",15.3,0,2,2,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
232,Urko González,es ESP,MF,Real Sociedad,23,2001,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
233,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,20,17,"1,485",16.5,0,2,2,0,0,0,5,0,0,0.12,0.12,0,0.12,Matches
234,José Gragera,es ESP,MF,Espanyol,23,2000,10,7,569,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
235,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,31,"2,790",31,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
236,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,38,29,"2,469",27.4,8,7,15,7,1,2,2,0,0.29,0.26,0.55,0.26,0.51,Matches
237,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,13,7,623,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
238,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
239,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,16,1,362,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
240,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,31,27,"2,493",27.7,1,1,2,0,1,1,6,0,0.04,0.04,0.07,0,0.04,Matches
241,Javier Guerra,es ESP,MF,Valencia,21,2003,36,31,"2,581",28.7,3,3,6,3,0,0,5,0,0.1,0.1,0.21,0.1,0.21,Matches
242,Ander Guevara,es ESP,MF,Alavés,27,1997,33,20,"1,947",21.6,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
243,Pape Gueye,sn SEN,"MF,FW",Villarreal,25,1999,34,26,"2,224",24.7,4,0,4,4,0,0,6,2,0.16,0,0.16,0.16,0.16,Matches
244,Hugo Guillamón,es ESP,MF,Valencia,24,2000,12,4,364,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
245,Carlos Guirao,es ESP,MF,Real Betis,21,2003,2,2,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
246,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,28,14,"1,250",13.9,3,4,7,3,0,0,1,0,0.22,0.29,0.5,0.22,0.5,Matches
247,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,22,7,849,9.4,0,1,1,0,0,0,4,0,0,0.11,0.11,0,0.11,Matches
248,Jon Guridi,es ESP,MF,Alavés,29,1995,33,27,"2,080",23.1,3,1,4,2,1,1,6,0,0.13,0.04,0.17,0.09,0.13,Matches
249,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,36,21,"1,840",20.4,7,2,9,7,0,0,2,0,0.34,0.1,0.44,0.34,0.44,Matches
250,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,29,29,"2,458",27.3,1,5,6,1,0,0,4,0,0.04,0.18,0.22,0.04,0.22,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Munir El Haddadi,ma MAR,"MF,FW",Leganés,28,1995,25,10,862,9.6,4,0,4,4,0,0,1,1,0.42,0,0.42,0.42,0.42,Matches
252,Sébastien Haller,ci CIV,FW,Leganés,30,1994,8,5,404,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
253,Henrique,br BRA,DF,Valladolid,30,1994,5,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
254,Javi Hernández,es ESP,DF,Leganés,26,1998,31,27,"2,389",26.5,2,1,3,2,0,0,6,0,0.08,0.04,0.11,0.08,0.11,Matches
255,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,14,11,"1,025",11.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
256,Jorge Herrando,es ESP,DF,Osasuna,23,2001,18,15,"1,366",15.2,1,0,1,1,0,0,3,0,0.07,0,0.07,0.07,0.07,Matches
257,Ander Herrera,es ESP,MF,Athletic Club,34,1989,8,2,273,3,0,0,0,0,0,1,2,0,0,0,0,0,0,Matches
258,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,37,"3,330",37,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
259,Yangel Herrera,ve VEN,MF,Girona,26,1998,29,27,"2,257",25.1,4,3,7,4,0,0,10,1,0.16,0.12,0.28,0.16,0.28,Matches
260,Juan Herzog,es ESP,DF,Las Palmas,21,2003,19,15,"1,315",14.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
261,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,36,36,"3,153",35,0,2,2,0,0,0,11,0,0,0.06,0.06,0,0.06,Matches
262,Roger Hinojo,es ESP,DF,Espanyol,19,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
263,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,13,11,"1,085",12.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
264,Pablo Ibáñez,es ESP,MF,Osasuna,25,1998,28,13,"1,294",14.4,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches
265,Stanis Idumbo,be BEL,MF,Sevilla,19,2005,14,3,284,3.2,1,1,2,1,0,0,0,0,0.32,0.32,0.63,0.32,0.63,Matches
266,Iglesias,es ESP,"DF,MF",Getafe,26,1998,37,32,"2,888",32.1,0,1,1,0,0,0,4,0,0,0.03,0.03,0,0.03,Matches
267,Borja Iglesias,es ESP,FW,Celta Vigo,31,1993,37,24,"1,952",21.7,11,3,14,11,0,0,2,0,0.51,0.14,0.65,0.51,0.65,Matches
268,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,9,5,400,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
269,Isco,es ESP,MF,Real Betis,32,1992,22,17,"1,547",17.2,9,8,17,4,5,6,5,0,0.52,0.47,0.99,0.23,0.7,Matches
270,Diego Iturralde,es ESP,MF,Sevilla,21,2003,1,1,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
271,Ivan Jaime Pajuelo,es ESP,MF,Valencia,23,2000,9,2,297,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
272,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,31,"2,790",31,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,29,1995,18,5,598,6.6,2,1,3,2,0,0,5,0,0.3,0.15,0.45,0.3,0.45,Matches
274,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,34,25,"2,244",24.9,2,1,3,2,0,0,4,1,0.08,0.04,0.12,0.08,0.12,Matches
275,John Joe,ie IRL,MF,Getafe,20,2003,4,0,48,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Jofre,es ESP,MF,Espanyol,23,2001,37,26,"2,165",24.1,3,3,6,3,0,0,5,0,0.12,0.12,0.25,0.12,0.25,Matches
277,Frenkie de Jong,nl NED,MF,Barcelona,27,1997,26,9,"1,143",12.7,2,2,4,2,0,0,3,0,0.16,0.16,0.31,0.16,0.31,Matches
278,Joan Jordán,es ESP,MF,Alavés,30,1994,25,15,"1,414",15.7,5,2,7,2,3,4,4,0,0.32,0.13,0.45,0.13,0.25,Matches
279,Juanmi,es ESP,FW,Getafe,31,1993,13,8,696,7.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
280,Juanmi,es ESP,MF,Real Betis,31,1993,11,2,244,2.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
281,Juanpe,es ESP,DF,Girona,33,1991,12,8,727,8.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
282,Abdulai Juma Bah,sl SLE,DF,Valladolid,18,2006,12,10,864,9.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
283,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,17,16,"1,458",16.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
284,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,24,2000,30,24,"2,253",25,11,8,19,9,2,3,8,1,0.44,0.32,0.76,0.36,0.68,Matches
285,Stanko Jurić,hr CRO,MF,Valladolid,27,1996,26,19,"1,729",19.2,0,0,0,0,0,0,7,1,0,0,0,0,0,Matches
286,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,19,12,"1,117",12.4,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
287,Abdoulaye Keita,es ESP,MF,Getafe,21,2002,3,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
288,Kenedy,br BRA,"FW,MF",Valladolid,28,1996,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Kiké,es ESP,FW,Alavés,34,1989,35,29,"2,542",28.2,13,0,13,10,3,3,5,1,0.46,0,0.46,0.35,0.35,Matches
290,Koke,es ESP,MF,Atlético Madrid,32,1992,32,20,"1,926",21.4,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,25,1998,32,29,"2,605",28.9,2,3,5,2,0,0,4,0,0.07,0.1,0.17,0.07,0.17,Matches
292,Alex Král,cz CZE,MF,Espanyol,26,1998,37,29,"2,714",30.2,0,1,1,0,0,0,1,0,0,0.03,0.03,0,0.03,Matches
293,Vladyslav Krapyvtsov,ua UKR,GK,Girona,19,2005,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
294,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,28,27,"2,440",27.1,2,0,2,2,0,0,9,0,0.07,0,0.07,0.07,0.07,Matches
295,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,36,27,"2,372",26.4,5,0,5,5,0,0,5,0,0.19,0,0.19,0.19,0.19,Matches
296,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,35,34,"2,972",33,3,0,3,3,0,0,9,0,0.09,0,0.09,0.09,0.09,Matches
297,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,8,7,583,6.5,0,1,1,0,0,0,2,0,0,0.15,0.15,0,0.15,Matches
299,Cyle Larin,ca CAN,FW,Mallorca,29,1995,32,21,"1,764",19.6,7,2,9,6,1,1,4,0,0.36,0.1,0.46,0.31,0.41,Matches
300,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,28,14,"1,398",15.5,3,0,3,3,0,0,6,1,0.19,0,0.19,0.19,0.19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Toni Lato,es ESP,DF,Mallorca,26,1997,14,7,621,6.9,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
302,Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,27,24,"2,151",23.9,1,0,1,1,0,0,8,0,0.04,0,0.04,0.04,0.04,Matches
303,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,37,37,"3,325",36.9,2,3,5,2,0,0,8,0,0.05,0.08,0.14,0.05,0.14,Matches
304,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,16,8,773,8.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
305,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,5,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
306,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,23,23,"1,972",21.9,2,1,3,2,0,0,9,0,0.09,0.05,0.14,0.09,0.14,Matches
307,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,34,32,"2,667",29.6,27,2,29,24,3,4,1,0,0.91,0.07,0.98,0.81,0.88,Matches
308,Samuel Lino,br BRA,MF,Atlético Madrid,24,1999,31,21,"1,552",17.2,3,4,7,3,0,0,3,0,0.17,0.23,0.41,0.17,0.41,Matches
309,Javier Llabrés,es ESP,MF,Mallorca,21,2002,1,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
310,Diego Llorente,es ESP,DF,Real Betis,30,1993,30,29,"2,519",28,2,0,2,2,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
311,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,33,28,"2,513",27.9,2,4,6,2,0,0,0,1,0.07,0.14,0.21,0.07,0.21,Matches
312,Giovani Lo Celso,ar ARG,MF,Real Betis,28,1996,25,15,"1,457",16.2,8,3,11,6,2,3,4,0,0.49,0.19,0.68,0.37,0.56,Matches
313,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,17,7,684,7.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
314,David López,es ESP,DF,Mallorca,21,2003,2,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
315,David López,es ESP,DF,Girona,34,1989,29,27,"2,429",27,1,1,2,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,Matches
316,Diego López,es ESP,MF,Valencia,22,2002,38,35,"2,737",30.4,8,5,13,8,0,0,3,0,0.26,0.16,0.43,0.26,0.43,Matches
317,Fer López,es ESP,"FW,MF",Celta Vigo,20,2004,17,7,671,7.5,2,0,2,2,0,0,2,0,0.27,0,0.27,0.27,0.27,Matches
318,Fermin López,es ESP,MF,Barcelona,21,2003,28,12,"1,252",13.9,6,5,11,6,0,0,4,1,0.43,0.36,0.79,0.43,0.79,Matches
319,Javi López,es ESP,DF,Real Sociedad,22,2002,29,21,"1,936",21.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
320,Pau López,es ESP,GK,Girona,29,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Roberto López,es ESP,MF,Leganés,24,2000,13,3,396,4.4,0,1,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
322,Unai López,es ESP,MF,Rayo Vallecano,28,1995,32,23,"1,707",19,3,1,4,3,0,0,9,1,0.16,0.05,0.21,0.16,0.21,Matches
323,Iker Losada,es ESP,"MF,FW",Celta Vigo,22,2001,12,4,358,4,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches
324,Iker Losada,es ESP,MF,Real Betis,22,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
325,Pol Lozano,es ESP,MF,Espanyol,24,1999,30,27,"1,943",21.6,0,1,1,0,0,0,12,0,0,0.05,0.05,0,0.05,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,José Luis Gayà,es ESP,DF,Valencia,29,1995,23,22,"1,803",20,0,1,1,0,0,0,7,0,0,0.05,0.05,0,0.05,Matches
327,Dodi Lukebakio,be BEL,"MF,FW",Sevilla,26,1997,38,36,"3,092",34.4,11,2,13,10,1,1,3,1,0.32,0.06,0.38,0.29,0.35,Matches
328,Daniel Luna,co COL,MF,Mallorca,21,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
329,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,7,630,7,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
330,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,18,7,639,7.1,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
331,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,30,28,"2,368",26.3,0,2,2,0,0,0,7,0,0,0.08,0.08,0,0.08,Matches
332,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
333,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,34,"3,060",34,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
334,Reinildo Mandava,mz MOZ,"DF,MF",Atlético Madrid,30,1994,19,10,941,10.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
335,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,10,7,515,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
336,Marcão,br BRA,DF,Sevilla,28,1996,12,6,552,6.1,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
337,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,26,17,"1,564",17.4,0,4,4,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
338,Alberto Marí,es ESP,FW,Valencia,23,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
339,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,27,20,"1,999",22.2,0,1,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
340,Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,19,2005,9,1,241,2.7,2,0,2,2,0,0,1,0,0.75,0,0.75,0.75,0.75,Matches
341,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,23,14,"1,239",13.8,1,2,3,1,0,0,3,0,0.07,0.15,0.22,0.07,0.22,Matches
