Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1,Keyliane Abdallah,fr FRA,FW,Marseille,18,2006,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2,Yunis Abdelhamid,ma MAR,DF,Saint-Étienne,36,1987,16,11,"1,033",11.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
3,Himad Abdelli,dz ALG,MF,Angers,24,1999,32,32,"2,842",31.6,6,1,7,3,3,4,4,0,0.19,0.03,0.22,0.1,0.13,Matches
4,Mohamed Abdelmoneim,eg EGY,DF,Nice,25,1999,12,10,855,9.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
5,Ali Abdi,tn TUN,MF,Nice,30,1993,25,17,"1,393",15.5,5,2,7,5,0,0,2,0,0.32,0.13,0.45,0.32,0.45,Matches
6,Matthis Abline,fr FRA,FW,Nantes,21,2003,34,33,"2,768",30.8,9,2,11,8,1,1,3,0,0.29,0.07,0.36,0.26,0.33,Matches
7,Abner,br BRA,"DF,MF",Lyon,24,2000,19,12,"1,090",12.1,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,Matches
8,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,24,2000,26,22,"1,901",21.1,7,2,9,6,1,2,4,0,0.33,0.09,0.43,0.28,0.38,Matches
9,Akor Adams,ng NGA,FW,Montpellier,24,2000,15,13,"1,075",11.9,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33,Matches
10,Martin Adeline,fr FRA,MF,Reims,20,2003,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
11,Adryelson,br BRA,DF,Lyon,26,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
12,Emmanuel Agbadou,ci CIV,DF,Reims,27,1997,14,14,"1,260",14,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
13,Jeremy Agbonifo,se SWE,FW,Lens,18,2005,8,1,300,3.3,1,0,1,1,0,0,1,0,0.3,0,0.3,0.3,0.3,Matches
14,Ruben Aguilar,fr FRA,"MF,DF",Lens,31,1993,16,13,"1,124",12.5,1,2,3,1,0,0,4,0,0.08,0.16,0.24,0.08,0.24,Matches
15,Naouirou Ahamada,fr FRA,MF,Rennes,22,2002,3,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
16,Jean-Eudes Aholou,ci CIV,MF,Angers,30,1994,26,26,"1,959",21.8,2,0,2,2,0,0,7,0,0.09,0,0.09,0.09,0.09,Matches
17,Ayman Aiki,fr FRA,MF,Saint-Étienne,19,2005,5,1,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
18,Ludovic Ajorque,fr FRA,FW,Brest,30,1994,31,29,"2,495",27.7,13,2,15,13,0,1,5,0,0.47,0.07,0.54,0.47,0.54,Matches
19,Ümit Akdag,ro ROU,DF,Toulouse,20,2003,9,6,500,5.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
20,Sergio Akieme,es ESP,DF,Reims,26,1997,30,29,"2,523",28,2,3,5,2,0,0,5,0,0.07,0.11,0.18,0.07,0.18,Matches
21,Maghnes Akliouche,fr FRA,MF,Monaco,22,2002,32,27,"2,406",26.7,5,10,15,4,1,1,2,0,0.19,0.37,0.56,0.15,0.52,Matches
22,Paul Akouokou,ci CIV,MF,Lyon,26,1997,2,0,19,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
23,Clément Akpa,ci CIV,DF,Auxerre,22,2001,31,29,"2,486",27.6,0,1,1,0,0,0,7,0,0,0.04,0.04,0,0.04,Matches
24,Chuba Akpom,eng ENG,FW,Lille,28,1995,14,6,639,7.1,3,1,4,2,1,2,0,0,0.42,0.14,0.56,0.28,0.42,Matches
25,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,20,2004,27,21,"1,621",18,3,4,7,3,0,0,2,0,0.17,0.22,0.39,0.17,0.39,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Jim Allevinah,ga GAB,MF,Angers,29,1995,28,23,"1,750",19.4,1,3,4,1,0,0,3,0,0.05,0.15,0.21,0.05,0.21,Matches
27,Thiago Almada,ar ARG,MF,Lyon,23,2001,16,9,951,10.6,1,4,5,1,0,0,3,0,0.09,0.38,0.47,0.09,0.47,Matches
28,Jordan Amavi,fr FRA,DF,Brest,30,1994,11,8,790,8.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
29,Kelvin Amian,fr FRA,DF,Nantes,26,1998,30,23,"2,165",24.1,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
30,Michael Amir Murillo,pa PAN,DF,Marseille,28,1996,30,27,"2,437",27.1,1,3,4,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15,Matches
31,Samuel Amo-Ameyaw,eng ENG,MF,Strasbourg,18,2006,9,3,320,3.6,2,0,2,2,0,0,0,0,0.56,0,0.56,0.56,0.56,Matches
32,Mathis Amougou,fr FRA,MF,Saint-Étienne,18,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
33,Benjamin André,fr FRA,MF,Lille,33,1990,30,30,"2,692",29.9,0,3,3,0,0,0,12,0,0,0.1,0.1,0,0.1,Matches
34,Kyllian Antonio,fr FRA,"MF,DF",Lens,16,2008,3,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
35,Dennis Appiah,fr FRA,DF,Saint-Étienne,32,1992,29,22,"2,128",23.6,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
36,Carlens Arcus,ht HAI,DF,Angers,28,1996,28,25,"2,047",22.7,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
37,Marco Asensio,es ESP,"FW,MF",Paris Saint-Germain,28,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,0.29,0.58,0.87,0.29,0.87,Matches
38,Lorenz Assignon,tg TOG,"MF,DF",Rennes,24,2000,32,27,"2,357",26.2,3,4,7,3,0,0,9,0,0.11,0.15,0.27,0.11,0.27,Matches
39,Dehmaine Assoumani,fr FRA,FW,Nantes,19,2005,12,0,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
40,Valentin Atangana Edoa,fr FRA,MF,Reims,18,2005,34,33,"2,854",31.7,1,0,1,1,0,0,7,0,0.03,0,0.03,0.03,0.03,Matches
41,Florian Ayé,fr FRA,FW,Auxerre,27,1997,26,4,575,6.4,2,0,2,2,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
42,André Ayew,gh GHA,FW,Le Havre,34,1989,27,15,"1,453",16.1,4,1,5,4,0,0,2,0,0.25,0.06,0.31,0.25,0.31,Matches
43,Neil El Aynaoui,ma MAR,MF,Lens,23,2001,24,17,"1,588",17.6,8,1,9,5,3,3,4,0,0.45,0.06,0.51,0.28,0.34,Matches
44,Shavy Babicka,ga GAB,MF,Toulouse,24,2000,30,11,"1,186",13.2,4,2,6,4,0,0,2,0,0.3,0.15,0.46,0.3,0.46,Matches
45,Theo Bair,ca CAN,FW,Auxerre,24,1999,29,11,939,10.4,2,1,3,2,0,0,1,0,0.19,0.1,0.29,0.19,0.29,Matches
46,Mitchel Bakker,nl NED,"MF,DF",Lille,24,2000,24,14,"1,139",12.7,3,2,5,3,0,0,3,1,0.24,0.16,0.4,0.24,0.4,Matches
47,Darryl Bakola,fr FRA,MF,Marseille,16,2007,2,0,14,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
48,Dilane Bakwa,fr FRA,MF,Strasbourg,21,2002,30,29,"2,497",27.7,6,8,14,6,0,0,4,0,0.22,0.29,0.5,0.22,0.5,Matches
49,Leonardo Balerdi,ar ARG,DF,Marseille,25,1999,27,27,"2,273",25.3,0,0,0,0,0,0,9,1,0,0,0,0,0,Matches
50,Fodé Ballo-Touré,sn SEN,"DF,MF",Le Havre,27,1997,10,9,589,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Folarin Balogun,us USA,FW,Monaco,23,2001,13,7,615,6.8,4,0,4,4,0,0,0,0,0.59,0,0.59,0.59,0.59,Matches
52,Abdoulaye Bamba,ci CIV,DF,Angers,34,1990,19,16,"1,510",16.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
53,Mohamed Bamba,ci CIV,MF,Reims,19,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
54,Valentín Barco,ar ARG,MF,Strasbourg,20,2004,14,14,"1,157",12.9,0,2,2,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
55,Bradley Barcola,fr FRA,FW,Paris Saint-Germain,21,2002,34,27,"2,181",24.2,14,10,24,14,0,0,2,0,0.58,0.41,0.99,0.58,0.99,Matches
56,Melvin Bard,fr FRA,"DF,MF",Nice,23,2000,24,22,"1,938",21.5,2,1,3,2,0,0,4,2,0.09,0.05,0.14,0.09,0.14,Matches
57,Gabriel Bares,ch SUI,MF,Montpellier,23,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
58,Téo Barisic,hr CRO,DF,Lyon,19,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
59,Dylan Batubinsika,cd COD,DF,Saint-Étienne,28,1996,25,22,"2,016",22.4,1,0,1,1,0,0,3,1,0.04,0,0.04,0.04,0.04,Matches
60,Haris Belkebla,dz ALG,MF,Angers,30,1994,22,21,"1,792",19.9,0,1,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
61,Yassin Belkhdim,fr FRA,MF,Angers,22,2002,29,16,"1,523",16.9,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches
62,Eliesse Ben Seghir,ma MAR,MF,Monaco,19,2005,33,19,"1,750",19.4,6,3,9,4,2,2,0,0,0.31,0.15,0.46,0.21,0.36,Matches
63,Ismaël Bennacer,dz ALG,MF,Marseille,26,1997,12,8,646,7.2,0,2,2,0,0,0,2,0,0,0.28,0.28,0,0.28,Matches
64,Saïd Benrahma,dz ALG,"FW,MF",Lyon,28,1995,13,9,735,8.2,1,3,4,1,0,0,0,0,0.12,0.37,0.49,0.12,0.49,Matches
65,Nabil Bentaleb,dz ALG,MF,Lille,29,1994,10,3,329,3.7,1,0,1,1,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
66,Lucas Beraldo,br BRA,DF,Paris Saint-Germain,20,2003,25,22,"2,011",22.3,1,0,1,1,0,0,6,0,0.04,0,0.04,0.04,0.04,Matches
67,Maxime Bernauer,fr FRA,DF,Saint-Étienne,26,1998,11,9,763,8.5,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
68,Dimitry Bertaud,cd COD,GK,Montpellier,26,1998,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
69,Mika Biereth,dk DEN,FW,Monaco,21,2003,16,16,"1,228",13.6,13,2,15,12,1,2,0,0,0.95,0.15,1.1,0.88,1.03,Matches
70,Emmanuel Biumla,fr FRA,DF,Angers,19,2005,17,15,"1,336",14.8,1,0,1,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
71,Marco Bizot,nl NED,GK,Brest,33,1991,32,32,"2,880",32,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
72,Ludovic Blas,fr FRA,"MF,FW",Rennes,26,1997,29,26,"2,293",25.5,6,8,14,6,0,0,6,0,0.24,0.31,0.55,0.24,0.55,Matches
73,Augustine Boakye,gh GHA,"MF,FW",Saint-Étienne,23,2000,17,8,733,8.1,3,0,3,3,0,0,5,0,0.37,0,0.37,0.37,0.37,Matches
74,Mathéo Bodmer,fr FRA,DF,Le Havre,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
75,Jeremie Boga,ci CIV,"MF,FW",Nice,27,1997,21,12,"1,054",11.7,1,2,3,1,0,0,0,0,0.09,0.17,0.26,0.09,0.26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Moïse Bombito,ca CAN,DF,Nice,24,2000,27,25,"2,192",24.4,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
77,Saïmon Bouabré,fr FRA,MF,Monaco,18,2006,3,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
78,Ayyoub Bouaddi,fr FRA,MF,Lille,16,2007,24,11,"1,151",12.8,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
79,Badredine Bouanani,dz ALG,"MF,FW",Nice,19,2004,26,11,"1,099",12.2,3,3,6,2,1,1,2,0,0.25,0.25,0.49,0.16,0.41,Matches
80,Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,22,2001,25,20,"1,772",19.7,1,0,1,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
81,Hicham Boudaoui,dz ALG,MF,Nice,24,1999,29,27,"2,435",27.1,2,3,5,2,0,0,9,0,0.07,0.11,0.18,0.07,0.18,Matches
82,Justin Bourgault,fr FRA,DF,Brest,18,2005,2,2,122,1.4,1,0,1,1,0,0,0,0,0.74,0,0.74,0.74,0.74,Matches
83,Benjamin Bourigeaud,fr FRA,MF,Rennes,30,1994,1,1,80,0.9,1,0,1,1,0,0,0,0,1.13,0,1.13,1.13,1.13,Matches
84,Bilal Brahimi,dz ALG,MF,Nice,24,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
85,Lilian Brassier,fr FRA,DF,Marseille,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
86,Lilian Brassier,fr FRA,DF,Rennes,24,1999,14,14,"1,234",13.7,1,1,2,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,Matches
87,Anthony Briançon,fr FRA,"DF,MF",Saint-Étienne,29,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
88,Aurélio Buta,pt POR,DF,Reims,27,1997,27,24,"1,970",21.9,0,1,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
89,Marcin Bułka,pl POL,GK,Nice,24,1999,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
90,Rémy Cabella,fr FRA,MF,Lille,34,1990,23,12,"1,011",11.2,1,2,3,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,Matches
91,Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,27,1997,15,9,732,8.1,1,0,1,1,0,0,3,1,0.12,0,0.12,0.12,0.12,Matches
92,Duje Ćaleta-Car,hr CRO,DF,Lyon,27,1996,19,17,"1,584",17.6,1,0,1,1,0,0,8,0,0.06,0,0.06,0.06,0.06,Matches
93,Issiaga Camara,gn GUI,MF,Nice,19,2005,4,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
94,Lamine Camara,sn SEN,MF,Monaco,20,2004,29,25,"2,054",22.8,2,7,9,2,0,0,10,1,0.09,0.31,0.39,0.09,0.39,Matches
95,Mahdi Camara,fr FRA,MF,Brest,26,1998,34,31,"2,659",29.5,5,3,8,5,0,0,5,0,0.17,0.1,0.27,0.17,0.27,Matches
96,Ousmane Camara,ml MLI,DF,Angers,21,2003,3,3,252,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
97,Axel Camblan,fr FRA,FW,Brest,20,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
98,Jaydee Canvot,fr FRA,"DF,MF",Toulouse,18,2006,18,12,"1,106",12.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
99,Pierrick Capelle,fr FRA,MF,Angers,37,1987,16,3,483,5.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
100,Gabin Capuano,fr FRA,FW,Lens,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Maxence Caqueret,fr FRA,MF,Lyon,24,2000,9,6,573,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
102,Simon Cara,fr FRA,FW,Montpellier,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
103,Valentin Carboni,ar ARG,MF,Marseille,19,2005,4,1,103,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
104,Irvin Cardona,mt MLT,"FW,MF",Saint-Étienne,26,1997,15,13,"1,063",11.8,5,3,8,5,0,1,2,0,0.42,0.25,0.68,0.42,0.68,Matches
105,Patrik Carlgren,se SWE,GK,Nantes,32,1992,5,4,417,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
106,Josué Casimir,ht HAI,"MF,FW",Le Havre,22,2001,27,23,"1,997",22.2,4,4,8,4,0,0,5,0,0.18,0.18,0.36,0.18,0.36,Matches
107,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,24,2000,32,31,"2,696",30,1,3,4,1,0,0,11,0,0.03,0.1,0.13,0.03,0.13,Matches
108,Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,29,1995,30,30,"2,620",29.1,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
109,Enzo Caumont,fr FRA,MF,Angers,20,2004,2,0,34,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
110,Fabien Centonze,fr FRA,DF,Nantes,28,1996,7,3,265,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
111,Brendan Chardonnet,fr FRA,DF,Brest,29,1994,27,27,"2,416",26.8,1,0,1,1,0,0,6,0,0.04,0,0.04,0.04,0.04,Matches
112,Jhoanner Chávez,ec ECU,MF,Lens,22,2002,10,7,596,6.6,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
113,Théo Chennahi,fr FRA,DF,Montpellier,19,2005,4,2,181,2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
114,Sidiki Cherif,fr FRA,FW,Angers,17,2006,7,3,324,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
115,Rayan Cherki,fr FRA,"MF,FW",Lyon,20,2003,30,22,"2,041",22.7,8,11,19,8,0,0,3,0,0.35,0.49,0.84,0.35,0.84,Matches
116,Lucas Chevalier,fr FRA,GK,Lille,22,2001,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
117,Pedro Chirivella,es ESP,MF,Nantes,27,1997,30,28,"2,348",26.1,0,2,2,0,0,0,6,0,0,0.08,0.08,0,0.08,Matches
118,Joris Chotard,fr FRA,MF,Montpellier,22,2001,26,23,"1,892",21,1,0,1,1,0,0,5,0,0.05,0,0.05,0.05,0.05,Matches
119,Djaoui Cissé,fr FRA,MF,Rennes,20,2004,14,14,"1,121",12.5,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
120,Yoann Cissé,fr FRA,MF,Auxerre,19,2004,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
121,Jonathan Clauss,fr FRA,"MF,DF",Nice,31,1992,28,27,"2,303",25.6,3,8,11,3,0,0,7,0,0.12,0.31,0.43,0.12,0.43,Matches
122,Marcus Coco,fr FRA,DF,Nantes,28,1996,20,10,951,10.6,0,1,1,0,0,0,3,2,0,0.09,0.09,0,0.09,Matches
123,Alois Confais,fr FRA,"DF,MF",Le Havre,27,1996,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
124,Francis Coquelin,fr FRA,MF,Nantes,33,1991,6,3,224,2.5,1,1,2,1,0,0,1,0,0.4,0.4,0.8,0.4,0.8,Matches
125,Derek Cornelius,ca CAN,DF,Marseille,26,1997,21,17,"1,420",15.8,0,0,0,0,0,0,9,2,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Pierre Cornud,fr FRA,"DF,MF",Saint-Étienne,27,1996,11,7,576,6.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
127,David Costa,pt POR,MF,Lens,23,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
128,Logan Costa,cv CPV,DF,Toulouse,23,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
129,Grégoire Coudert,fr FRA,GK,Brest,25,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
130,Lasso Coulibaly,ci CIV,MF,Auxerre,21,2002,3,0,45,0.5,1,0,1,1,0,0,0,0,2,0,2,2,2,Matches
131,Mamadou Coulibaly,fr FRA,MF,Monaco,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,Soumaïla Coulibaly,fr FRA,DF,Brest,20,2003,7,5,438,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
133,Tanguy Coulibaly,fr FRA,"MF,FW",Montpellier,23,2001,25,17,"1,485",16.5,3,0,3,3,0,0,4,2,0.18,0,0.18,0.18,0.18,Matches
134,Marius Courcoul,fr FRA,MF,Angers,17,2007,8,3,309,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
135,Nicolas Cozza,fr FRA,"DF,MF",Nantes,25,1999,27,23,"2,051",22.8,1,0,1,1,0,0,3,1,0.04,0,0.04,0.04,0.04,Matches
136,Charlie Cresswell,eng ENG,DF,Toulouse,21,2002,31,29,"2,592",28.8,3,1,4,3,0,0,5,0,0.1,0.03,0.14,0.1,0.14,Matches
137,Kévin Danois,fr FRA,MF,Auxerre,20,2004,22,16,"1,460",16.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
138,Kevin Danso,at AUT,DF,Lens,25,1998,12,12,"1,080",12,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
139,Dante,br BRA,DF,Nice,40,1983,25,21,"1,964",21.8,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
140,Pape Daouda Diongue,sn SEN,MF,Strasbourg,,,9,1,78,0.9,1,0,1,1,0,0,0,0,1.15,0,1.15,1.15,1.15,Matches
141,Mohamed Daramy,dk DEN,"FW,MF",Reims,22,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
142,Jonathan David,ca CAN,FW,Lille,24,2000,32,28,"2,554",28.4,16,5,21,10,6,7,4,0,0.56,0.18,0.74,0.35,0.53,Matches
143,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,23,2001,33,32,"2,778",30.9,9,8,17,7,2,2,3,0,0.29,0.26,0.55,0.23,0.49,Matches
144,Théo De Percin,mq MTQ,GK,Auxerre,23,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
145,Thibault De Smet,be BEL,DF,Reims,26,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Amar Dedić,ba BIH,MF,Marseille,21,2002,10,2,314,3.5,0,1,1,0,0,0,1,0,0,0.29,0.29,0,0.29,Matches
147,Romain Del Castillo,fr FRA,"FW,MF",Brest,28,1996,26,14,"1,259",14,6,4,10,3,3,4,0,0,0.43,0.29,0.71,0.21,0.5,Matches
148,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,32,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Andy Delort,dz ALG,FW,Montpellier,32,1991,9,8,607,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
150,Ousmane Dembélé,fr FRA,FW,Paris Saint-Germain,27,1997,29,20,"1,730",19.2,21,6,27,20,1,1,1,0,1.09,0.31,1.4,1.04,1.35,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Rémy Descamps,fr FRA,GK,Lyon,28,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
152,Arthur Desmas,fr FRA,GK,Le Havre,30,1994,18,18,"1,620",18,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
153,Mamadou Diakhon,fr FRA,"MF,FW",Reims,18,2005,28,5,858,9.5,2,1,3,2,0,0,2,0,0.21,0.1,0.31,0.21,0.31,Matches
154,Bafodé Diakité,fr FRA,DF,Lille,23,2001,31,31,"2,766",30.7,4,1,5,4,0,0,8,1,0.13,0.03,0.16,0.13,0.16,Matches
155,Oumar Diakité,ci CIV,FW,Reims,20,2003,26,20,"1,628",18.1,4,1,5,4,0,1,6,0,0.22,0.06,0.28,0.22,0.28,Matches
156,Habib Diarra,sn SEN,"MF,FW",Strasbourg,20,2004,30,27,"2,352",26.1,4,5,9,2,2,2,6,0,0.15,0.19,0.34,0.08,0.27,Matches
157,Krépin Diatta,sn SEN,"DF,MF",Monaco,25,1999,19,3,508,5.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
158,Kandet Diawara,gn GUI,MF,Le Havre,24,2000,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
159,Mahamadou Diawara,fr FRA,MF,Le Havre,19,2005,15,6,582,6.5,0,1,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
160,Mahamadou Diawara,fr FRA,MF,Lyon,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
161,Bamba Dieng,sn SEN,FW,Angers,24,2000,18,5,532,5.9,3,0,3,2,1,1,1,0,0.51,0,0.51,0.34,0.34,Matches
162,Kembo Diliwidi,fr FRA,FW,Lens,18,2006,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
163,Sinaly Diomande,ci CIV,DF,Auxerre,23,2001,23,22,"1,945",21.6,3,2,5,3,0,0,6,0,0.14,0.09,0.23,0.14,0.23,Matches
164,Lois Diony,fr FRA,FW,Angers,31,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Sérigné Diop,sn SEN,FW,Brest,19,2005,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
166,Sofiane Diop,ma MAR,"MF,FW",Nice,24,2000,28,8,"1,064",11.8,6,4,10,6,0,0,3,0,0.51,0.34,0.85,0.51,0.85,Matches
167,Andy Diouf,fr FRA,MF,Lens,21,2003,34,27,"2,225",24.7,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,Matches
168,Yehvann Diouf,sn SEN,GK,Reims,24,1999,34,34,"3,060",34,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
169,Assane Dioussé,sn SEN,MF,Auxerre,26,1997,17,7,663,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
170,Álex Domínguez,es ESP,GK,Toulouse,26,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
