"number";"player";"team";"apps";"min";"goals";"NPG";"a";"xG";"NPxG";"xA";"xGChain";"xGBuildup";"xG90";"NPxG90";"xA90";"xG90xA90";"NPxG90xA90";"xGChain90";"xGBuildup90"
178;"Jesús Rodriguez";"Real Betis";21;1143;2;2;0;2.51;2.51;0.36;4.39;2.01;0.2;0.2;0.03;0.23;0.23;0.35;0.16
179;"Fernando López";"Celta Vigo";17;654;2;2;0;2.64;2.64;2.18;6.86;2.43;0.36;0.36;0.3;0.66;0.66;0.94;0.33
180;"Arkaitz Mariezkurrena";"Real Sociedad";9;219;2;2;0;1.13;1.13;0.51;1.18;0.47;0.47;0.47;0.21;0.68;0.68;0.48;0.19
181;"Yan Diomande";"Leganes";10;544;2;2;1;1.27;1.27;0.82;3.65;2.59;0.21;0.21;0.14;0.35;0.35;0.6;0.43
182;"Matija Nastasic";"Leganes";26;2118;1;1;0;0.14;0.14;0.09;2.49;2.47;0.01;0.01;0;0.01;0.01;0.11;0.1
183;"Nyom";"Getafe";20;877;1;1;2;0.54;0.54;0.37;0.99;0.39;0.06;0.06;0.04;0.09;0.09;0.1;0.04
184;"Jesús Navas";"Sevilla";15;410;1;1;0;0.62;0.62;0.48;1.97;1.06;0.14;0.14;0.11;0.24;0.24;0.43;0.23
185;"César Azpilicueta";"Atletico Madrid";14;881;1;1;0;0.18;0.18;0.09;3.88;3.76;0.02;0.02;0.01;0.03;0.03;0.4;0.38
186;"David López";"Girona";29;2429;1;1;1;1.02;1.02;0.78;8.89;8.8;0.04;0.04;0.03;0.07;0.07;0.33;0.33
187;"Adrián Embarba";"Rayo Vallecano";35;1603;1;1;1;2.27;2.27;2.51;6.2;3.08;0.13;0.13;0.14;0.27;0.27;0.35;0.17
188;"Lucas Vázquez";"Real Madrid";32;2218;1;1;5;1.87;1.87;5.29;18.24;13.41;0.08;0.08;0.21;0.29;0.29;0.74;0.54
189;"Daniel Carvajal";"Real Madrid";8;613;1;1;0;1.1;1.1;0.13;1.42;1.35;0.16;0.16;0.02;0.18;0.18;0.21;0.2
190;"Saúl Ñíguez";"Sevilla";24;1556;1;1;6;3.65;3.65;2.11;5.34;1.74;0.21;0.21;0.12;0.33;0.33;0.31;0.1
191;"Koke";"Atletico Madrid";32;1915;1;1;1;1.5;1.5;1.33;11.02;9.09;0.07;0.07;0.06;0.13;0.13;0.52;0.43
192;"Denis Suárez";"Villarreal";21;583;1;1;1;1.15;1.15;1.69;3.41;1.59;0.18;0.18;0.26;0.44;0.44;0.53;0.25
193;"Omar Mascarell";"Mallorca";32;1994;1;1;0;0.86;0.86;0.08;3.24;2.48;0.04;0.04;0;0.04;0.04;0.15;0.11
194;"Tejero";"Espanyol";28;1227;1;1;4;0.67;0.67;3.33;4.46;2.65;0.05;0.05;0.24;0.29;0.29;0.33;0.19
195;"Rafa Mir";"Valencia";20;716;1;1;2;2.54;2.54;0.94;2.87;0.68;0.32;0.32;0.12;0.44;0.44;0.36;0.09
196;"Óscar Trejo";"Rayo Vallecano";19;475;1;1;0;0.53;0.53;0.73;3.36;2.88;0.1;0.1;0.14;0.24;0.24;0.64;0.55
197;"Javi Muñoz";"Las Palmas";35;2592;1;1;3;2.04;2.04;2.32;8.46;5.36;0.07;0.07;0.08;0.15;0.15;0.29;0.19
198;"Darko Brasanac";"Leganes";30;1606;1;1;2;2.05;2.05;0.32;3.91;1.9;0.12;0.12;0.02;0.13;0.13;0.22;0.11
199;"Yeray Álvarez";"Athletic Club";21;1784;1;1;0;0.61;0.61;0.48;4.33;4.3;0.03;0.03;0.02;0.05;0.05;0.22;0.22
200;"Asier Villalibre";"Alaves";16;298;1;0;1;1.76;1.01;0.95;1.73;0.2;0.53;0.31;0.29;0.82;0.59;0.52;0.06
201;"Valentin Rosier";"Leganes";32;2583;1;1;2;1.02;1.02;1.11;4.85;3.54;0.04;0.04;0.04;0.07;0.07;0.17;0.12
202;"Irvin Cardona";"Espanyol";16;577;1;1;1;0.88;0.88;0.87;1.45;0.34;0.14;0.14;0.13;0.27;0.27;0.23;0.05
203;"Portu";"Girona";27;728;1;1;2;1.76;1.76;1.63;4.31;0.98;0.22;0.22;0.2;0.42;0.42;0.53;0.12
204;"Johan Mojica";"Mallorca";36;2747;1;1;2;0.77;0.77;4.5;9.11;6.47;0.03;0.03;0.15;0.17;0.17;0.3;0.21
205;"Juan Foyth";"Villarreal";19;1515;1;1;0;2.26;2.26;0.4;8.67;8.33;0.13;0.13;0.02;0.16;0.16;0.52;0.49
206;"Aitor Ruibal";"Real Betis";29;1287;1;1;3;1.27;1.27;2.65;6.94;3.77;0.09;0.09;0.19;0.27;0.27;0.49;0.26
207;"Óscar Rodríguez";"Leganes";29;1290;1;1;4;2.63;2.63;2.82;5.78;2.67;0.18;0.18;0.2;0.38;0.38;0.4;0.19
208;"Fernando Calero";"Espanyol";21;675;1;1;0;0.57;0.57;0.05;2.45;2.42;0.08;0.08;0.01;0.08;0.08;0.33;0.32
209;"Miguel De la Fuente";"Leganes";34;1708;1;0;3;5.79;4.3;1.13;6.52;1.41;0.31;0.23;0.06;0.36;0.29;0.34;0.07
210;"Adrià Pedrosa";"Sevilla";31;2323;1;1;1;0.87;0.87;1.72;6.37;4.72;0.03;0.03;0.07;0.1;0.1;0.25;0.18
211;"Robin Le Normand";"Atletico Madrid";27;2140;1;1;0;1.4;1.4;0.68;7.78;7.24;0.06;0.06;0.03;0.09;0.09;0.33;0.3
212;"Ander Barrenetxea";"Real Sociedad";30;1271;1;1;3;1.97;1.97;2.45;7.31;3.83;0.14;0.14;0.17;0.31;0.31;0.52;0.27
213;"Eduardo Camavinga";"Real Madrid";19;1079;1;1;2;0.89;0.89;0.91;7.94;6.68;0.07;0.07;0.08;0.15;0.15;0.66;0.56
214;"Iván Martín";"Girona";32;2054;1;1;1;1.43;1.43;1.89;10.74;8.16;0.06;0.06;0.08;0.15;0.15;0.47;0.36
215;"Alejandro Catena";"Osasuna";35;3086;1;1;3;2.98;2.98;2.51;6.84;4.89;0.09;0.09;0.07;0.16;0.16;0.2;0.14
216;"Manuel Sánchez";"Alaves";33;2651;1;1;0;1.61;1.61;1.18;4.67;2.49;0.05;0.05;0.04;0.09;0.09;0.16;0.08
217;"Carl Starfelt";"Celta Vigo";28;2273;1;1;0;0.5;0.5;0.18;10.49;10.48;0.02;0.02;0.01;0.03;0.03;0.42;0.41
218;"Iker Losada";"Celta Vigo,Real Betis";22;670;1;1;0;1.72;1.72;0.96;3.87;1.45;0.23;0.23;0.13;0.36;0.36;0.52;0.2
219;"Jorge Sáenz";"Leganes";23;1694;1;1;0;1.82;1.82;0.14;2.51;2.37;0.1;0.1;0.01;0.1;0.1;0.13;0.13
220;"Eder Militão";"Real Madrid";12;938;1;1;1;0.7;0.7;0.5;3.55;3.37;0.07;0.07;0.05;0.11;0.11;0.34;0.32
221;"Domingos Duarte";"Getafe";22;1865;1;1;0;0.48;0.48;0.04;2.03;1.98;0.02;0.02;0;0.03;0.03;0.1;0.1
222;"Nemanja Gudelj";"Sevilla";31;2495;1;0;1;1.51;0.77;0.65;7.39;7;0.05;0.03;0.02;0.08;0.05;0.27;0.25
223;"Ronald Araújo";"Barcelona";12;771;1;1;1;1.17;1.17;0.49;4.39;3.89;0.14;0.14;0.06;0.19;0.19;0.51;0.45
224;"Lucien Agoume";"Sevilla";35;2113;1;1;3;0.65;0.65;2.38;8.2;6.97;0.03;0.03;0.1;0.13;0.13;0.35;0.3
225;"Miguel Gutiérrez";"Girona";29;2477;1;1;5;1.87;1.87;4.06;13.28;10.09;0.07;0.07;0.15;0.22;0.22;0.48;0.37
226;"Loic Bade";"Sevilla";32;2682;1;1;1;0.82;0.82;0.36;6.65;6.32;0.03;0.03;0.01;0.04;0.04;0.22;0.21
227;"Yvan Neyou";"Leganes";30;2344;1;1;1;0.46;0.46;0.71;5.07;4.1;0.02;0.02;0.03;0.04;0.04;0.19;0.16
228;"Renato Tapia";"Leganes";34;2442;1;1;0;0.63;0.63;0.27;5.62;4.96;0.02;0.02;0.01;0.03;0.03;0.21;0.18
229;"Luis Milla";"Getafe";33;2887;1;0;4;1.86;1.11;4.25;6.35;4.94;0.06;0.03;0.13;0.19;0.17;0.2;0.15
230;"Arsen Zakharyan";"Real Sociedad";3;70;1;1;0;0.14;0.14;0.11;0.17;0.03;0.18;0.18;0.14;0.32;0.32;0.21;0.04
231;"Roberto Navarro";"Mallorca";23;1302;1;1;0;2.83;2.83;1.88;7.15;3.66;0.2;0.2;0.13;0.33;0.33;0.49;0.25
232;"Marcos de Sousa";"Real Valladolid";22;1213;1;1;2;3.19;3.19;1.41;4.98;1.96;0.24;0.24;0.1;0.34;0.34;0.37;0.15
233;"Omar Alderete";"Getafe";34;2999;1;1;0;2.14;2.14;0.91;3.78;2.74;0.06;0.06;0.03;0.09;0.09;0.11;0.08
234;"Ilaix Moriba";"Celta Vigo";33;2115;1;1;1;2.14;2.14;2.32;10.53;7.23;0.09;0.09;0.1;0.19;0.19;0.45;0.31
235;"Jon Ander Olasagasti";"Real Sociedad";22;821;1;1;1;1.22;1.22;1.06;4.57;2.9;0.13;0.13;0.12;0.25;0.25;0.5;0.32
236;"Beñat Prados";"Athletic Club";30;1736;1;1;0;0.91;0.91;1.09;8.19;7;0.05;0.05;0.06;0.1;0.1;0.42;0.36
237;"Enric Franquesa";"Leganes";12;612;1;1;0;0.39;0.39;0.06;0.88;0.54;0.06;0.06;0.01;0.07;0.07;0.13;0.08
238;"Gavi";"Barcelona";26;1079;1;1;1;1.06;1.06;1.65;7.77;5.84;0.09;0.09;0.14;0.23;0.23;0.65;0.49
239;"Cristhian Mosquera";"Valencia";37;3322;1;1;0;0.35;0.35;0;8.56;8.44;0.01;0.01;0;0.01;0.01;0.23;0.23
240;"Ilias Akhomach";"Villarreal";11;604;1;1;0;0.61;0.61;1.25;3.4;1.74;0.09;0.09;0.19;0.28;0.28;0.51;0.26
241;"Bryan Zaragoza";"Osasuna";27;1887;1;1;6;3.27;3.27;4.37;7.49;1.19;0.16;0.16;0.21;0.36;0.36;0.36;0.06
242;"Pablo Barrios Rivas";"Atletico Madrid";31;2347;1;1;4;1.37;1.37;2.93;17.51;14.88;0.05;0.05;0.11;0.16;0.16;0.67;0.57
243;"Stefan Bajcetic";"Las Palmas";14;986;1;1;0;0.16;0.16;0.22;1.43;1.21;0.01;0.01;0.02;0.03;0.03;0.13;0.11
244;"Pablo Ibáñez";"Osasuna";28;1286;1;1;1;1.41;1.41;1.21;4.22;1.81;0.1;0.1;0.08;0.18;0.18;0.3;0.13
245;"Jorge Herrando";"Osasuna";18;1362;1;1;0;1.73;1.73;0;1.13;0.84;0.11;0.11;0;0.11;0.11;0.07;0.06
246;"Etta Eyong";"Villarreal";4;25;1;1;0;0.43;0.43;0;0.43;0;1.56;1.56;0;1.56;1.56;1.56;0
247;"Enzo Barrenechea";"Valencia";30;2245;1;1;2;1.26;1.26;0.83;8.32;7.63;0.05;0.05;0.03;0.08;0.08;0.33;0.31
248;"Marc Casadó";"Barcelona";23;1640;1;1;3;0.91;0.91;1.63;14.54;13.51;0.05;0.05;0.09;0.14;0.14;0.8;0.74
249;"Pablo Marín";"Real Sociedad";23;1224;1;1;2;2.2;2.2;1.17;4.4;1.81;0.16;0.16;0.09;0.25;0.25;0.32;0.13
250;"Manu Bueno";"Sevilla";9;111;1;1;0;0.12;0.12;0;0.14;0.06;0.1;0.1;0;0.1;0.1;0.12;0.05
251;"Unai Gómez";"Athletic Club";32;1267;1;1;3;2.79;2.79;1.02;4.81;1.63;0.2;0.2;0.07;0.27;0.27;0.34;0.12
252;"Sergi Cardona";"Villarreal";35;2974;1;1;7;3.42;3.42;6.03;17.56;13.59;0.1;0.1;0.18;0.29;0.29;0.53;0.41
253;"Carlos Benavídez";"Alaves";18;456;1;1;1;0.2;0.2;0.64;1.62;1.09;0.04;0.04;0.13;0.17;0.17;0.32;0.22
254;"Natan";"Real Betis";31;2163;1;1;1;0.49;0.49;1.27;4.74;3.99;0.02;0.02;0.05;0.07;0.07;0.2;0.17
255;"Walid Cheddira";"Espanyol";22;587;1;1;1;1.42;1.42;1.04;1.98;0.04;0.22;0.22;0.16;0.38;0.38;0.3;0.01
256;"Bertug Yildirim";"Getafe";22;1101;1;1;0;2.61;2.61;1.14;3.13;0.13;0.21;0.21;0.09;0.31;0.31;0.26;0.01
257;"Jhon Solis";"Girona";19;491;1;1;0;0.7;0.7;0.05;1.4;0.75;0.13;0.13;0.01;0.14;0.14;0.26;0.14
258;"Assane Diao";"Real Betis";10;259;1;1;2;1.16;1.16;1.76;2.88;0.09;0.4;0.4;0.61;1.01;1.01;1;0.03
259;"Alejo Véliz";"Espanyol";27;1115;1;1;0;2.34;2.34;0.07;4.33;2.62;0.19;0.19;0.01;0.19;0.19;0.35;0.21
260;"Jon Aramburu";"Real Sociedad";35;2466;1;1;1;0.45;0.45;0.9;8.69;7.97;0.02;0.02;0.03;0.05;0.05;0.32;0.29
261;"Tajon Buchanan";"Villarreal";13;403;1;1;2;0.98;0.98;0.77;2.78;1.23;0.22;0.22;0.17;0.39;0.39;0.62;0.28
262;"Stanis Idumbo Muzambo";"Sevilla";14;255;1;1;1;0.38;0.38;0.6;1.43;0.5;0.14;0.14;0.21;0.35;0.35;0.5;0.18
263;"Jacobo Ramón";"Real Madrid";3;201;1;1;0;0.49;0.49;0.07;2.68;2.68;0.22;0.22;0.03;0.25;0.25;1.2;1.2
264;"Tomás Conechny";"Alaves";22;837;1;1;0;3.48;3.48;0.35;4.25;1.14;0.37;0.37;0.04;0.41;0.41;0.46;0.12
265;"Gabriel Misehouy";"Girona";9;235;1;1;0;0.75;0.75;0.18;1.01;0.25;0.29;0.29;0.07;0.36;0.36;0.39;0.1
266;"Peque";"Sevilla";26;1144;1;1;1;1.95;1.95;1.34;5.48;2.28;0.15;0.15;0.11;0.26;0.26;0.43;0.18
267;"Gerard Martín";"Barcelona";28;1018;1;1;3;0.64;0.64;1.3;7.37;6.11;0.06;0.06;0.11;0.17;0.17;0.65;0.54
268;"Luka Sucic";"Real Sociedad";29;1804;1;1;1;3.66;3.66;3.43;10.96;5.25;0.18;0.18;0.17;0.35;0.35;0.55;0.26
269;"Endrick";"Real Madrid";22;324;1;1;0;2.93;2.93;0.66;3.39;0.21;0.81;0.81;0.18;1;1;0.94;0.06
270;"Álvaro Djaló";"Athletic Club";17;637;1;1;0;0.9;0.9;1.09;3.1;1.2;0.13;0.13;0.15;0.28;0.28;0.44;0.17
271;"Pau Cabanes De La Torre";"Alaves,Villarreal";16;311;1;1;0;0.61;0.61;0.62;2.47;1.29;0.18;0.18;0.18;0.35;0.35;0.72;0.37
272;"Coba da Costa";"Getafe";19;1003;1;1;1;1.43;1.43;1.63;4.22;1.68;0.13;0.13;0.15;0.27;0.27;0.38;0.15
273;"Dário Essugo";"Las Palmas";27;1985;1;1;0;0.65;0.65;0.43;4.47;3.76;0.03;0.03;0.02;0.05;0.05;0.2;0.17
274;"Ramón Martínez";"Sevilla";5;252;1;1;0;0.52;0.52;0.07;0.41;0.31;0.19;0.19;0.02;0.21;0.21;0.15;0.11
275;"García Pascual";"Sevilla";7;372;1;1;0;0.98;0.98;0.03;2.02;1.12;0.24;0.24;0.01;0.24;0.24;0.49;0.27
276;"Maroan Sannadi";"Athletic Club";16;743;1;1;1;3.25;3.25;1.21;5.14;1.5;0.39;0.39;0.15;0.54;0.54;0.62;0.18
277;"Florian Grillitsch";"Real Valladolid";13;627;0;0;0;0.23;0.23;0.65;2.62;2.12;0.03;0.03;0.09;0.13;0.13;0.38;0.3
278;"Andreas Christensen";"Barcelona";5;239;0;0;0;0.03;0.03;0.04;1.48;1.48;0.01;0.01;0.02;0.03;0.03;0.56;0.56
279;"Ørjan Nyland";"Sevilla";30;2676;0;0;0;0;0;0.36;5.5;5.13;0;0;0.01;0.01;0.01;0.18;0.17
280;"Ricardo Rodríguez";"Real Betis";18;1282;0;0;1;0.24;0.24;0.35;4.28;4.19;0.02;0.02;0.02;0.04;0.04;0.3;0.29
281;"David Alaba";"Real Madrid";7;312;0;0;0;0;0;0.05;2.81;2.76;0;0;0.02;0.02;0.02;0.81;0.8
282;"Juan Bernat";"Getafe,Villarreal";24;892;0;0;2;0.69;0.69;1.1;3.24;1.6;0.07;0.07;0.11;0.18;0.18;0.33;0.16
283;"Héctor Bellerín";"Real Betis";9;569;0;0;2;0.11;0.11;1.82;3.09;2.15;0.02;0.02;0.29;0.31;0.31;0.49;0.34
284;"Adrián";"Real Betis";19;1710;0;0;0;0;0;0;2.35;2.35;0;0;0;0;0;0.12;0.12
285;"Daley Blind";"Girona";34;2774;0;0;2;0.42;0.42;2.21;12.42;11;0.01;0.01;0.07;0.09;0.09;0.4;0.36
286;"Ander Herrera";"Athletic Club";8;254;0;0;0;1.94;1.2;0.11;1.9;0.71;0.69;0.43;0.04;0.73;0.46;0.67;0.25
287;"Kelechi Iheanacho";"Sevilla";9;401;0;0;0;1.02;1.02;0.21;1.36;0.13;0.23;0.23;0.05;0.28;0.28;0.31;0.03
288;"Thibaut Courtois";"Real Madrid";30;2700;0;0;0;0;0;0.17;9.19;9.02;0;0;0.01;0.01;0.01;0.31;0.3
289;"Kenedy";"Real Valladolid";2;2;0;0;0;0.08;0.08;0;0;0;3.68;3.68;0;3.68;3.68;0;0
290;"Oriol Romeu";"Girona";25;1357;0;0;0;0.2;0.2;0.55;7.16;6.57;0.01;0.01;0.04;0.05;0.05;0.47;0.44
291;"Juanmi";"Getafe,Real Betis";24;914;0;0;0;3.69;3.69;0.84;6.01;1.73;0.36;0.36;0.08;0.45;0.45;0.59;0.17
292;"Paulo Gazzaniga";"Girona";36;3198;0;0;0;0;0;0;4.48;4.48;0;0;0;0;0;0.13;0.13
293;"Pablo Maffeo";"Mallorca";30;2385;0;0;2;0.34;0.34;4.4;8.65;5.63;0.01;0.01;0.17;0.18;0.18;0.33;0.21
294;"Sergi Canos";"Valencia";17;326;0;0;1;0.45;0.45;0.2;0.76;0.24;0.12;0.12;0.05;0.18;0.18;0.21;0.07
295;"Lucas Ocampos";"Sevilla";2;180;0;0;1;0.16;0.16;0.32;1.62;1.17;0.08;0.08;0.16;0.24;0.24;0.81;0.59
296;"Suso";"Sevilla";16;572;0;0;2;0.63;0.63;2.18;5.09;3.63;0.1;0.1;0.34;0.44;0.44;0.8;0.57
297;"Wojciech Szczesny";"Barcelona";15;1350;0;0;0;0;0;0;5.24;5.24;0;0;0;0;0;0.35;0.35
298;"Raúl Albiol";"Villarreal";15;1186;0;0;0;0.11;0.11;0;2.7;2.64;0.01;0.01;0;0.01;0.01;0.2;0.2
299;"Javier Manquillo";"Celta Vigo";10;533;0;0;0;0;0;0;2.87;2.87;0;0;0;0;0;0.48;0.48
300;"Eric Bailly";"Villarreal";12;632;0;0;0;0.24;0.24;0;1.48;1.48;0.03;0.03;0;0.03;0.03;0.21;0.21
301;"Antonio Rüdiger";"Real Madrid";29;2291;0;0;0;1.81;1.81;0.56;13.11;12.1;0.07;0.07;0.02;0.09;0.09;0.51;0.48
302;"Marc-André ter Stegen";"Barcelona";8;677;0;0;0;0;0;0;3.72;3.72;0;0;0;0;0;0.49;0.49
303;"Pau López";"Girona";1;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
304;"Vicente Guaita";"Celta Vigo";34;3060;0;0;0;0;0;0;3.65;3.65;0;0;0;0;0;0.11;0.11
305;"Moi Gómez";"Osasuna";26;730;0;0;0;0.35;0.35;0.89;1.16;0.33;0.04;0.04;0.11;0.15;0.15;0.14;0.04
306;"Aritz Elustondo";"Real Sociedad";22;1452;0;0;0;0.51;0.51;0.22;4.03;3.88;0.03;0.03;0.01;0.05;0.05;0.25;0.24
307;"Yuri";"Athletic Club";30;2027;0;0;2;0.59;0.59;1.93;9.7;8.04;0.03;0.03;0.09;0.11;0.11;0.43;0.36
308;"James Rodríguez";"Rayo Vallecano";6;127;0;0;0;0.23;0.23;0.1;0.74;0.48;0.16;0.16;0.07;0.23;0.23;0.52;0.34
309;"Jan Oblak";"Atletico Madrid";36;3240;0;0;0;0;0;0;5.67;5.67;0;0;0;0;0;0.16;0.16
310;"Giménez";"Atletico Madrid";27;1984;0;0;1;0.46;0.46;0.36;8.44;8.08;0.02;0.02;0.02;0.04;0.04;0.38;0.37
311;"Sergi Gómez";"Espanyol";12;648;0;0;0;0.17;0.17;0;0.66;0.55;0.02;0.02;0;0.02;0.02;0.09;0.08
312;"Íñigo Lekue";"Athletic Club";16;757;0;0;0;0.14;0.14;0.57;2.31;1.73;0.02;0.02;0.07;0.08;0.08;0.27;0.21
313;"David Soria";"Getafe";38;3420;0;0;0;0;0;0;1.19;1.19;0;0;0;0;0;0.03;0.03
314;"Igor Zubeldia";"Real Sociedad";28;2283;0;0;0;0.91;0.91;0.29;6;5.84;0.04;0.04;0.01;0.05;0.05;0.24;0.23
315;"Álvaro Odriozola";"Real Sociedad";2;35;0;0;0;0;0;0;0.03;0.03;0;0;0;0;0;0.07;0.07
316;"Dani Ceballos";"Real Madrid";23;1235;0;0;0;0.31;0.31;1.94;12.39;11.42;0.02;0.02;0.14;0.16;0.16;0.9;0.83
317;"De Marcos";"Athletic Club";26;1554;0;0;4;1.16;1.16;2.86;10.77;8.13;0.07;0.07;0.17;0.23;0.23;0.62;0.47
318;"Toni Lato";"Mallorca";14;615;0;0;0;0;0;0.32;1.15;0.92;0;0;0.05;0.05;0.05;0.17;0.13
319;"Iñigo Martínez";"Barcelona";28;2505;0;0;4;0.51;0.51;2.25;20.05;19.11;0.02;0.02;0.08;0.1;0.1;0.72;0.69
320;"José Gayá";"Valencia";23;1839;0;0;1;1.33;1.33;3.39;7.35;4.53;0.07;0.07;0.17;0.23;0.23;0.36;0.22
321;"Dimitri Foulquier";"Valencia";32;2293;0;0;1;0.61;0.61;1.56;7.56;6.14;0.02;0.02;0.06;0.09;0.09;0.3;0.24
322;"Alfonso";"Villarreal";12;443;0;0;2;0.38;0.38;1.33;3.78;2.43;0.08;0.08;0.27;0.35;0.35;0.77;0.49
323;"Amath Diedhiou";"Real Valladolid";13;366;0;0;1;0.31;0.31;0.6;1.77;0.86;0.08;0.08;0.15;0.22;0.22;0.43;0.21
