Performance,,,,,,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
415,Tom Lowery,eng ENG,MF,Crewe Alexandra,26,1997,14.2,2,1,0,19,18,0,48,5,19,,,0,Matches
416,Junior Luamba,eng ENG,MF,Salford City FC,21,2003,3.4,0,0,0,8,5,0,17,3,2,,,0,Matches
417,Jayden Luker,eng ENG,"MF,FW",Grimsby Town,19,2005,15.5,2,0,0,16,20,4,21,13,22,,,0,Matches
418,Matty Lund,nir NIR,MF,Salford City FC,33,1990,17.6,9,0,0,30,15,0,11,15,22,,,0,Matches
419,Owen Lunt,eng ENG,MF,Crewe Alexandra,19,2004,6.3,0,1,0,16,20,1,9,2,10,,,0,Matches
420,Jay Lynch,eng ENG,GK,Fleetwood Town,31,1993,26.2,2,0,0,1,4,0,0,0,0,,,0,Matches
421,Harvey Macadam,eng ENG,MF,Morecambe,23,2001,21.8,2,0,0,19,13,2,61,11,23,,,0,Matches
422,Lewis Macari,eng ENG,DF,Notts County,22,2002,26.8,5,0,0,10,18,0,32,36,17,,,0,Matches
423,Matt Macey,eng ENG,GK,Colchester United,29,1994,46,3,0,0,0,3,0,0,0,0,,,0,Matches
424,Craig MacGillivray,sct SCO,GK,Milton Keynes Dons,31,1993,8,0,0,0,0,3,0,0,0,0,,,0,Matches
425,Paddy Madden,ie IRL,"FW,MF",Chesterfield,34,1990,10.9,2,1,0,9,4,5,9,1,3,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
426,Laurence Maguire,eng ENG,DF,Milton Keynes Dons,27,1997,28.3,4,0,0,30,14,3,21,35,25,,,0,Matches
427,Ronan Maher,ie IRL,MF,Walsall,19,2004,0.4,0,0,0,0,0,0,2,1,1,,,0,Matches
428,Connor Mahoney,eng ENG,"MF,FW",Barrow,27,1997,17.4,1,0,0,4,7,8,64,9,13,,,0,Matches
429,Kyrell Malcolm,,MF,Salford City FC,,,0.6,0,0,0,2,0,0,2,0,1,,,0,Matches
430,Liam Mandeville,eng ENG,"MF,DF",Chesterfield,27,1997,33.7,5,0,0,26,41,3,161,32,49,,,0,Matches
431,Josh March,sct SCO,"FW,MF",Harrogate Town FC,27,1997,26.9,5,1,1,54,59,20,38,8,19,,,0,Matches
432,Dilan Markanday,eng ENG,MF,Chesterfield,22,2001,19.9,0,0,0,8,20,2,95,11,22,,,0,Matches
433,Filip Marschall,eng ENG,GK,Crewe Alexandra,21,2003,46,4,0,0,1,14,0,0,0,0,,,0,Matches
434,Louie Marsh,eng ENG,FW,Fleetwood Town,20,2003,9.8,1,0,0,8,13,1,6,3,6,,,0,Matches
435,Dan Martin,eng ENG,MF,Accrington Stanley,22,2002,3.4,0,0,0,6,2,0,1,4,6,,,0,Matches
436,Josh Martin,eng ENG,MF,Notts County,22,2001,4.6,0,0,0,2,3,1,17,4,3,,,0,Matches
437,Josh Martin,eng ENG,MF,Newport County,22,2001,7.2,1,0,0,7,1,1,17,5,6,,,0,Matches
438,Conor Masterson,ie IRL,DF,Gillingham,25,1998,23,2,0,0,18,13,1,7,22,13,,,0,Matches
439,Sam Mather,eng ENG,FW,Tranmere Rovers,19,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
440,Jamille Matt,eng ENG,FW,Walsall,34,1989,33.3,8,0,0,85,64,19,9,5,18,,,0,Matches
441,Devon Matthews,eng ENG,DF,Accrington Stanley,24,2000,18.5,3,0,0,28,32,0,10,16,10,,,0,Matches
442,Noah Mawene,eng ENG,MF,Newport County,19,2005,5.4,1,0,0,10,8,0,3,6,9,,,0,Matches
443,James Maxwell,sct SCO,"DF,MF",Doncaster Rovers,22,2001,17.5,3,0,0,16,19,1,42,32,30,,,0,Matches
444,Callum Maycock,eng ENG,MF,AFC Wimbledon,26,1997,17.2,1,0,0,13,14,0,14,9,16,,,0,Matches
445,Adam Mayor,eng ENG,"DF,MF",Bromley,19,2005,13.7,5,0,0,11,8,0,77,13,26,,,0,Matches
446,Danny Mayor,eng ENG,MF,Fleetwood Town,33,1990,27.3,6,0,0,22,28,1,57,12,24,,,0,Matches
447,Conor McAleny,eng ENG,"MF,FW",Salford City FC,31,1992,11.2,2,0,0,18,13,4,9,5,5,,,0,Matches
448,Charlie McArthur,sct SCO,DF,Carlisle United,19,2005,8.3,4,0,0,11,6,0,17,3,6,,,0,Matches
449,Rod McDonald,eng ENG,DF,Notts County,32,1992,13.9,4,0,0,8,14,2,12,11,14,,,0,Matches
450,Jamie McDonnell,nir NIR,MF,Colchester United,20,2004,29,10,0,0,51,15,0,3,29,85,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
451,George McEachran,eng ENG,MF,Grimsby Town,23,2000,37.1,7,0,0,51,68,0,14,66,90,,,0,Matches
452,Oisin McEntee,ie IRL,"DF,MF",Walsall,23,2001,22.3,9,0,0,30,16,2,55,20,32,,,0,Matches
453,Kyle McFadzean,sct SCO,DF,Chesterfield,37,1987,6.9,3,0,0,8,13,0,1,8,4,,,0,Matches
454,Luke McGee,eng ENG,GK,Tranmere Rovers,28,1995,46,5,0,0,2,13,0,1,0,1,,,0,Matches
455,Dylan McGeouch,sct SCO,MF,Carlisle United,31,1993,2.6,1,0,0,6,1,0,1,5,4,,,0,Matches
456,Tom McGill,eng ENG,GK,Milton Keynes Dons,24,2000,25,0,0,0,1,11,0,0,0,1,,,0,Matches
457,David McGoldrick,ie IRL,"FW,MF",Notts County,36,1987,28.3,5,0,0,41,23,20,35,7,24,,,0,Matches
458,Jay McGrath,eng ENG,DF,Doncaster Rovers,21,2003,30.5,7,1,1,41,14,5,9,30,34,,,0,Matches
459,Joel McGregor,,"MF,DF",Swindon Town,,,13.1,4,0,0,22,15,0,15,19,29,,,0,Matches
460,Sean McGurk,eng ENG,MF,Swindon Town,21,2003,1.6,0,0,0,0,1,0,12,1,1,,,0,Matches
461,Cameron McJannett,eng ENG,DF,Grimsby Town,25,1998,38.2,4,0,0,27,39,2,13,51,35,,,0,Matches
462,Robbie McKenzie,eng ENG,"MF,DF",Gillingham,25,1998,36.1,5,0,0,39,23,1,28,49,20,,,0,Matches
463,Harry McKirdy,eng ENG,MF,Bromley,27,1997,3.2,1,0,0,1,4,0,10,0,3,,,0,Matches
464,Shane McLoughlin,ie IRL,"MF,DF",Newport County,27,1997,33,2,0,0,15,72,3,98,28,48,,,0,Matches
465,Zech Medley,eng ENG,DF,Fleetwood Town,24,2000,3.8,2,0,0,3,0,0,1,3,6,,,0,Matches
466,Jon Mellish,eng ENG,"DF,MF",Carlisle United,26,1997,20.9,6,1,0,19,26,3,56,26,24,,,0,Matches
467,Michael Mellon,sct SCO,FW,Bradford City,20,2003,6.8,2,0,0,15,4,6,10,1,5,,,0,Matches
468,Christopher Merrie,eng ENG,MF,Tranmere Rovers,25,1998,24.9,1,0,0,31,35,0,36,17,34,,,1,Matches
469,Jenson Metcalfe,eng ENG,MF,Chesterfield,19,2004,19,5,0,0,25,36,0,42,9,20,,,0,Matches
470,Jamie Miley,eng ENG,MF,Newport County,20,2004,3.4,1,0,0,6,6,0,1,7,5,,,0,Matches
471,Ross Millen,sct SCO,"MF,DF",Morecambe,29,1994,6.3,0,0,0,0,2,0,15,2,3,,,0,Matches
472,George Miller,eng ENG,FW,Cheltenham Town,25,1998,22.8,1,0,0,25,25,26,10,0,3,,,0,Matches
473,Harrison Minturn,eng ENG,DF,Swindon Town,20,2003,4.6,0,0,0,3,5,0,0,7,7,,,0,Matches
474,Dylan Mitchell,eng ENG,MF,Swindon Town,18,2005,0.1,0,0,0,0,0,0,1,1,0,,,0,Matches
475,Haji Mnoga,tz TAN,"MF,DF",Salford City FC,22,2002,32,12,0,0,76,67,2,36,31,52,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
476,Luke Molyneux,eng ENG,MF,Doncaster Rovers,26,1998,41.7,8,1,1,28,57,28,321,7,33,,,0,Matches
477,Jasper Moon,eng ENG,DF,Harrogate Town FC,23,2000,40,5,0,0,57,31,4,4,51,32,,,0,Matches
478,Kelsey Mooney,eng ENG,FW,Accrington Stanley,25,1999,19,1,0,0,27,26,13,6,2,12,,,0,Matches
479,Kobei Moore,eng ENG,FW,Fleetwood Town,19,2004,2.6,1,0,0,12,2,0,2,0,2,,,0,Matches
480,Luca Moore,,MF,Crewe Alexandra,,,0,0,0,0,0,0,0,0,0,0,,,0,Matches
481,Stuart Moore,eng ENG,GK,Morecambe,29,1994,14.8,0,0,0,1,7,0,0,0,0,,,0,Matches
482,Jimmy Morgan,eng ENG,"MF,FW",Gillingham,18,2006,8.5,2,0,0,19,23,4,5,5,6,,,0,Matches
483,Bryn Morris,eng ENG,MF,Newport County,28,1996,17.3,1,0,0,17,10,0,13,25,22,,,0,Matches
484,Bryn Morris,eng ENG,MF,Harrogate Town FC,28,1996,21.4,4,0,0,23,6,0,74,35,27,,,0,Matches
485,Glenn Morris,eng ENG,GK,Gillingham,40,1983,35.3,2,0,0,1,7,0,0,0,2,,,0,Matches
486,Kieron Morris,eng ENG,MF,Tranmere Rovers,30,1994,18.4,2,0,0,20,25,2,46,13,30,,,0,Matches
487,George Morrison,sct SCO,MF,Fleetwood Town,18,2005,1.6,0,0,0,3,6,0,0,0,2,,,0,Matches
488,Jack Muldoon,eng ENG,"FW,MF",Harrogate Town FC,35,1989,29.2,4,0,0,49,29,18,24,8,18,,,0,Matches
489,Admiral Muskwe,zw ZIM,"FW,MF",Harrogate Town FC,25,1998,0.4,0,0,0,1,0,2,0,0,0,,,0,Matches
490,Kelly N'Mai,nl NED,"MF,FW",Salford City FC,20,2004,27.3,11,0,0,60,57,17,39,20,44,,,0,Matches
491,Tom Naylor,eng ENG,"MF,DF",Chesterfield,33,1991,37.5,8,0,0,36,41,1,13,35,20,,,1,Matches
492,Harrison Neal,eng ENG,MF,Carlisle United,23,2001,15,7,0,0,29,18,0,16,17,30,,,0,Matches
493,Harrison Neal,eng ENG,MF,Fleetwood Town,23,2001,14.8,4,0,0,24,14,0,11,24,36,,,0,Matches
494,Stephan Negru,ie IRL,DF,Salford City FC,22,2002,26.3,1,0,0,8,24,0,3,36,40,,,0,Matches
495,Aaron Nemane,eng ENG,MF,Milton Keynes Dons,26,1997,33.2,7,0,0,28,35,4,131,12,40,,,0,Matches
496,Lucas Ness,eng ENG,"DF,MF",Notts County,22,2002,5.1,0,0,0,5,5,1,0,11,10,,,0,Matches
497,Josh Neufville,eng ENG,MF,AFC Wimbledon,24,2000,45.1,5,0,0,29,18,9,152,32,48,,,0,Matches
498,Elliott Nevitt,eng ENG,"FW,MF",Gillingham,28,1996,30.1,8,0,0,45,37,14,19,4,15,,,0,Matches
499,Elliot Newby,eng ENG,MF,Barrow,28,1995,34.7,4,0,0,16,39,10,118,16,25,,,0,Matches
500,Tom Nichols,eng ENG,MF,Swindon Town,30,1993,14.4,2,0,0,22,17,1,7,11,24,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
501,Tom Nixon,eng ENG,DF,Doncaster Rovers,21,2002,2.7,0,0,0,3,2,0,13,2,5,,,0,Matches
502,Jack Nolan,eng ENG,MF,Gillingham,23,2001,18.9,1,0,0,10,11,3,158,9,20,,,0,Matches
503,Manni Norkett,eng ENG,"MF,FW",Cheltenham Town,19,2004,1.6,0,0,0,1,3,0,2,0,2,,,0,Matches
504,Cameron Norman,eng ENG,"MF,DF",Tranmere Rovers,28,1995,34.1,6,1,1,48,70,4,134,18,36,,,0,Matches
505,Luke Norris,eng ENG,FW,Tranmere Rovers,31,1993,7.9,4,0,0,15,11,3,2,0,4,,,0,Matches
506,Eno Nto,eng ENG,FW,Harrogate Town FC,21,2002,0.3,0,0,0,0,0,1,0,0,0,,,0,Matches
507,Freddie O''Donoghue,,FW,Carlisle United,,,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
508,Connor O'Brien,eng ENG,"MF,DF",Accrington Stanley,19,2005,18.6,6,0,0,34,8,0,61,21,36,,,0,Matches
509,Joe O'Brien-Whitmarsh,ie IRL,MF,Accrington Stanley,19,2005,7,2,0,0,5,4,0,2,4,6,,,0,Matches
510,Anthony O'Connor,ie IRL,DF,Harrogate Town FC,31,1992,45,4,0,0,21,21,5,6,64,37,,,1,Matches
511,Lee O'Connor,ie IRL,"DF,MF",Tranmere Rovers,24,2000,38.3,8,0,0,32,38,2,46,43,58,,,0,Matches
512,Tommi O'Reilly,eng ENG,MF,Milton Keynes Dons,20,2003,5.3,4,0,0,15,6,1,26,2,6,,,0,Matches
513,Connor O'Riordan,ie IRL,DF,Crewe Alexandra,20,2003,19,2,0,0,9,7,0,2,18,11,,,0,Matches
514,John-Joe O'Toole,ie IRL,DF,AFC Wimbledon,35,1988,6.5,4,1,1,14,5,0,0,14,5,,,0,Matches
515,Justin Obikwu,tt TRI,FW,Grimsby Town,20,2004,10.4,0,0,0,16,19,11,7,2,4,,,0,Matches
516,Mipo Odubeko,ie IRL,FW,Fleetwood Town,21,2002,1.1,1,0,0,3,1,0,1,0,0,,,0,Matches
517,Clarke Oduor,ke KEN,MF,Bradford City,25,1999,9,1,0,0,6,15,1,22,3,11,,,0,Matches
518,Idris Odutayo,eng ENG,"MF,DF",Bromley,21,2002,31,3,0,0,26,31,3,74,32,30,,,0,Matches
519,Luke Offord,eng ENG,DF,Milton Keynes Dons,24,1999,40.9,10,0,0,53,28,1,22,48,36,,,1,Matches
520,Nnamdi Ofoborh,ng NGA,MF,Swindon Town,24,1999,21.8,4,0,0,26,34,1,16,16,42,,,0,Matches
521,Shadrach Ogie,ie IRL,DF,Gillingham,22,2001,27.2,5,0,0,29,46,0,13,29,33,,,0,Matches
522,Isaac Ogundere,eng ENG,DF,AFC Wimbledon,21,2002,27.3,3,0,0,24,31,0,39,18,37,,,0,Matches
523,Mazeed Ogungbo,ie IRL,DF,Barrow,21,2002,0,0,0,0,1,0,0,0,0,0,,,0,Matches
524,Funso Ojo,be BEL,MF,Port Vale,32,1991,0,0,0,0,0,0,0,0,0,0,,,0,Matches
525,David Okagbue,ie IRL,DF,Walsall,20,2004,41.8,10,0,0,37,12,0,12,50,30,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
526,Francis Okoronkwo,eng ENG,FW,Salford City FC,19,2004,11.1,1,0,0,16,5,13,3,2,5,,,0,Matches
527,Michael Olakigbe,eng ENG,"MF,FW",Chesterfield,20,2004,12.8,2,0,0,5,7,6,56,5,9,,,0,Matches
528,Darren Oldaker,eng ENG,MF,Chesterfield,25,1999,24.6,8,2,2,18,53,0,6,14,25,,,0,Matches
529,Vadaine Oliver,eng ENG,FW,Bradford City,32,1991,1.9,1,0,0,3,2,1,1,0,0,,,0,Matches
530,Olufela Olomola,eng ENG,FW,Bromley,26,1997,6.7,2,0,0,12,5,2,4,0,9,,,0,Matches
531,Tosin Olopade,ng NGA,DF,Salford City FC,19,2004,1,1,0,0,2,3,0,2,2,1,,,0,Matches
532,Joseph Olowu,eng ENG,DF,Doncaster Rovers,24,1999,27.7,1,0,0,26,19,2,11,38,31,,,1,Matches
533,Milton Oni,eng ENG,MF,Colchester United,18,2006,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
534,Danilo Orsi-Dadamo,eng ENG,FW,Milton Keynes Dons,28,1996,10.4,1,0,0,10,7,3,5,2,8,,,0,Matches
535,Mark Oxley,eng ENG,GK,Harrogate Town FC,33,1990,1.6,0,0,0,0,0,0,0,0,0,,,0,Matches
536,Ash Palmer,eng ENG,DF,Chesterfield,31,1992,14.9,0,0,0,12,6,2,1,27,15,,,0,Matches
537,Matt Palmer,eng ENG,MF,Notts County,29,1995,39.6,8,0,0,29,41,3,202,24,32,,,0,Matches
538,Josh Passley,eng ENG,MF,Bromley,29,1994,0.8,0,0,0,2,2,0,8,1,1,,,0,Matches
539,Will Patching,eng ENG,MF,Carlisle United,25,1998,5.3,2,0,0,7,6,0,8,5,8,,,0,Matches
540,Ruari Paton,sct SCO,FW,Port Vale,23,2000,8.3,2,0,0,11,5,7,10,3,5,,,0,Matches
541,Omari Patrick,eng ENG,MF,Tranmere Rovers,28,1996,37.6,4,0,0,22,14,6,94,29,37,,,0,Matches
542,Keenan Patten,wls WAL,MF,Newport County,23,2001,1.4,0,0,0,1,0,0,1,1,2,,,0,Matches
543,Phoenix Patterson,sct SCO,MF,Fleetwood Town,23,2000,24.5,1,0,0,16,31,0,250,12,29,,,0,Matches
544,Travis Patterson,eng ENG,"MF,DF",Milton Keynes Dons,18,2005,4.3,3,0,0,11,8,1,12,2,8,,,0,Matches
545,Alexander Pattison,eng ENG,MF,Bradford City,26,1997,21.1,6,1,0,24,22,5,26,16,20,,,0,Matches
546,Nathan Paul-Laval,,MF,Bromley,,,0.8,0,0,0,3,2,0,1,1,2,,,0,Matches
547,Jack Payne,eng ENG,MF,Colchester United,29,1994,37.7,3,0,0,42,74,4,206,12,45,,,0,Matches
548,Lewis Payne,eng ENG,"DF,MF",Cheltenham Town,20,2004,11.2,6,0,0,13,8,0,44,11,4,,,0,Matches
549,Aribim Pepple,ca CAN,FW,Chesterfield,21,2002,12.8,1,0,0,21,19,6,6,0,4,,,0,Matches
550,Tom Pett,eng ENG,MF,Cheltenham Town,32,1991,6.7,1,0,0,4,8,0,8,7,9,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
551,Aaron Pickles,eng ENG,DF,Accrington Stanley,19,2005,0.3,0,0,0,0,0,0,1,0,0,,,0,Matches
552,Joe Pigott,eng ENG,FW,AFC Wimbledon,30,1993,10.5,1,0,0,26,10,1,5,2,3,,,0,Matches
553,James Plant,eng ENG,MF,Port Vale,19,2004,0,0,0,0,0,0,0,0,0,0,,,0,Matches
554,Matthew Platt,eng ENG,DF,Notts County,26,1997,45,10,0,0,41,40,1,4,37,43,,,1,Matches
555,Bobby Pointon,eng ENG,MF,Bradford City,20,2004,27.2,5,0,0,24,43,6,134,9,22,,,0,Matches
556,Anjola Popoola,eng ENG,FW,Accrington Stanley,17,2007,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
557,Christopher Popov,wls WAL,MF,Barrow,19,2004,3.6,3,0,0,6,3,3,8,4,3,,,0,Matches
558,Finley Potter,eng ENG,DF,Fleetwood Town,20,2004,20.3,7,0,0,24,10,0,5,27,16,,,0,Matches
559,Jack Powell,eng ENG,MF,Crewe Alexandra,30,1994,11.3,2,0,0,8,17,0,55,10,8,,,0,Matches
560,Darragh Power,ie IRL,"DF,MF",Cheltenham Town,23,2000,5.7,0,0,0,4,10,0,14,5,10,,,0,Matches
561,Aaron Pressley,sct SCO,FW,Barrow,23,2001,13.9,1,0,0,32,26,4,1,3,9,,,0,Matches
562,Joe Pritchard,eng ENG,MF,Milton Keynes Dons,27,1996,2,0,0,0,2,1,1,4,1,3,,,0,Matches
563,Rekeil Pyke,eng ENG,FW,Grimsby Town,26,1997,2,1,0,0,2,2,0,1,1,1,,,0,Matches
564,Joe Quigley,ie IRL,"FW,MF",Chesterfield,27,1996,0.4,0,0,0,2,0,0,0,0,0,,,0,Matches
565,Sebastian Quirk,eng ENG,"DF,MF",Accrington Stanley,22,2001,10.9,2,0,0,14,5,0,24,18,30,,,1,Matches
566,Kiban Rai,wls WAL,MF,Newport County,19,2005,1.2,0,0,0,3,2,0,1,2,0,,,0,Matches
567,Farrend Rawson,eng ENG,DF,Accrington Stanley,28,1996,35.2,6,1,0,38,24,6,0,23,16,,,0,Matches
568,George Ray,wls WAL,DF,Morecambe,30,1993,0.6,0,0,0,1,1,0,0,0,0,,,0,Matches
569,Arthur Read,eng ENG,MF,Colchester United,24,1999,24.4,3,0,0,20,41,0,54,12,34,,,0,Matches
570,Jake Reeves,eng ENG,MF,AFC Wimbledon,31,1993,26.9,4,1,0,22,10,1,110,16,20,,,0,Matches
571,Callum Reynolds,eng ENG,DF,Bromley,34,1989,16.9,1,0,0,16,14,0,1,12,17,,,0,Matches
572,Lewis Richards,ie IRL,"MF,DF",Bradford City,22,2001,16.7,6,0,0,17,26,2,65,14,15,,,0,Matches
573,Rico Richards,eng ENG,"MF,FW",Port Vale,20,2003,10.3,1,0,0,16,12,1,37,6,16,,,0,Matches
574,Connor Ripley,eng ENG,GK,Swindon Town,31,1993,14,1,0,0,1,6,0,0,0,0,,,0,Matches
575,Connor Ripley,eng ENG,GK,Port Vale,31,1993,23,1,0,0,0,4,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
576,Fin Roberts,,FW,Crewe Alexandra,,,0.6,0,0,0,2,1,0,2,0,1,,,0,Matches
577,Scott Robertson,sct SCO,MF,Notts County,23,2001,3.5,1,0,0,5,7,0,3,1,5,,,0,Matches
578,Jack Robinson,eng ENG,DF,Carlisle United,23,2001,0.9,1,0,0,2,2,0,3,0,0,,,0,Matches
579,Ethan Robson,eng ENG,MF,Carlisle United,27,1996,2.1,2,0,0,2,2,0,4,1,3,,,0,Matches
580,Harvey Rodgers,eng ENG,DF,Grimsby Town,27,1996,42.4,8,1,0,19,46,0,20,72,22,,,0,Matches
581,Shaun Rooney,sct SCO,"MF,DF",Fleetwood Town,28,1996,17.9,8,0,0,26,25,2,48,18,21,,,0,Matches
582,Danny Rose,eng ENG,FW,Grimsby Town,30,1993,36.6,5,0,0,49,87,29,23,11,31,,,1,Matches
583,Aaron Rowe,eng ENG,"MF,FW",Gillingham,23,2000,8.4,5,0,0,22,13,0,10,6,13,,,0,Matches
584,Dominic Sadi,eng ENG,"MF,FW",Carlisle United,20,2003,17.2,4,0,0,23,27,2,28,10,31,,,0,Matches
585,Nelson Sanca,pt POR,DF,Newport County,17,2006,0.9,0,0,0,3,0,0,0,0,1,,,0,Matches
586,Jack Sanders,eng ENG,DF,Milton Keynes Dons,25,1999,13,3,0,0,8,25,1,1,8,9,,,0,Matches
587,Max Sanders,eng ENG,MF,Crewe Alexandra,25,1999,29.7,7,0,0,38,25,1,67,19,51,,,0,Matches
588,Oliver Sanderson,eng ENG,FW,Bradford City,20,2003,7.2,1,0,0,7,7,2,2,1,4,,,0,Matches
589,Oliver Sanderson,eng ENG,"FW,MF",Harrogate Town FC,20,2003,3.7,0,0,0,10,4,0,0,1,5,,,0,Matches
590,Thomas Sang,eng ENG,"DF,MF",Port Vale,25,1999,19.7,2,2,0,15,11,2,126,36,29,,,0,Matches
591,Antoni Sarcevic,eng ENG,MF,Bradford City,32,1992,18.7,7,0,0,35,34,10,18,21,29,,,0,Matches
592,Brendan Sarpong-Wiredu,eng ENG,"DF,MF",Fleetwood Town,24,1999,31.2,9,0,0,32,89,2,11,43,47,,,0,Matches
593,Aron Sasu,no NOR,"MF,FW",AFC Wimbledon,19,2005,6.4,1,0,0,9,6,1,11,3,4,,,0,Matches
594,Harvey Saunders,eng ENG,"FW,MF",Tranmere Rovers,27,1997,19.2,4,0,0,25,25,13,15,4,6,,,0,Matches
595,Romaine Sawyers,kn SKN,MF,AFC Wimbledon,32,1991,1.7,0,0,0,3,0,0,2,1,2,,,0,Matches
596,Joe Sbarra,eng ENG,MF,Doncaster Rovers,25,1998,10.3,1,0,0,7,6,2,46,5,11,,,0,Matches
597,Ryan Schofield,eng ENG,GK,Morecambe,24,1999,4.3,0,0,0,0,1,0,0,0,0,,,0,Matches
598,Cedwyn Scott,eng ENG,"MF,FW",Carlisle United,25,1998,6,0,0,0,2,17,0,4,0,3,,,0,Matches
599,Cedwyn Scott,eng ENG,"MF,FW",Notts County,25,1998,3.7,0,0,0,0,5,2,2,1,1,,,0,Matches
600,Anthony Scully,ie IRL,MF,Colchester United,25,1999,5,0,0,0,1,6,2,1,0,3,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
601,Jack Senior,eng ENG,DF,Doncaster Rovers,27,1997,15.7,3,1,0,21,19,1,32,13,35,,,0,Matches
602,Teddy Sharman,eng ENG,GK,Doncaster Rovers,21,2003,46,4,0,0,0,18,0,0,0,1,,,0,Matches
603,Billy Sharp,eng ENG,FW,Doncaster Rovers,38,1986,20.3,4,1,0,20,25,28,18,0,6,,,0,Matches
604,Liam Shaw,eng ENG,"DF,MF",Fleetwood Town,23,2001,5.4,2,0,0,12,6,1,4,9,8,,,0,Matches
605,Ryheem Sheckleford,eng ENG,DF,Chesterfield,27,1997,14.1,2,0,0,8,10,0,12,6,15,,,0,Matches
606,Liam Shephard,wls WAL,DF,Salford City FC,29,1994,17.8,2,0,0,11,30,0,55,13,23,,,0,Matches
607,Jack Shepherd,eng ENG,DF,Bradford City,23,2001,32.7,11,1,0,29,51,0,31,28,39,,,1,Matches
608,Sam Sherring,eng ENG,DF,Milton Keynes Dons,24,2000,9.3,2,0,0,2,7,0,7,3,15,,,1,Matches
609,Lewis Shipley,eng ENG,"DF,MF",Cheltenham Town,20,2003,5.6,2,0,0,3,1,0,12,7,13,,,0,Matches
610,Jack Shorrock,eng ENG,"MF,DF",Port Vale,17,2007,9.6,2,0,0,3,7,1,61,10,14,,,0,Matches
611,Harry Sidwell,eng ENG,MF,AFC Wimbledon,17,2006,0,0,0,0,0,0,0,0,0,0,,,0,Matches
612,Tommy Simkin,eng ENG,GK,Walsall,19,2004,40,3,0,0,1,9,0,1,0,0,,,0,Matches
613,Tyreece Simpson,kn SKN,FW,Colchester United,22,2002,7.8,5,0,0,16,7,3,4,0,1,,,0,Matches
614,Toby Sims,us USA,DF,Harrogate Town FC,26,1997,35.8,6,0,0,25,18,0,104,47,58,,,0,Matches
615,Jordan Slew,eng ENG,"MF,FW",Morecambe,31,1992,11.6,2,0,0,15,13,3,16,0,7,,,0,Matches
616,Sam Slocombe,eng ENG,GK,Notts County,36,1988,7.9,0,0,0,0,3,0,0,0,1,,,0,Matches
617,Richard Smallwood,eng ENG,MF,Bradford City,33,1990,42.1,9,1,0,56,24,1,122,31,78,,,0,Matches
618,Alistair Smith,sct SCO,MF,AFC Wimbledon,30,1994,44.5,8,0,0,39,32,6,14,31,47,,,0,Matches
619,Andy Smith,sct SCO,DF,Gillingham,22,2001,12,2,0,0,13,13,2,8,18,13,,,0,Matches
620,Grant Smith,eng ENG,GK,Bromley,30,1993,45,4,0,0,0,6,0,0,0,0,,,0,Matches
621,Harry Smith,eng ENG,FW,Swindon Town,29,1995,35.6,11,1,0,66,65,35,10,6,5,,,1,Matches
622,Jackson Smith,eng ENG,GK,Grimsby Town,22,2001,6,1,0,0,0,0,0,0,0,0,,,0,Matches
623,Nathan Smith,eng ENG,DF,Port Vale,28,1996,20.9,2,0,0,15,29,1,1,20,13,,,0,Matches
624,Pele Smith,,MF,Fleetwood Town,,,0.5,0,0,0,2,0,0,0,0,0,,,0,Matches
625,Tyler Smith,eng ENG,FW,Bradford City,25,1998,1.5,0,0,0,2,3,1,0,0,1,,,0,Matches
